Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Limpopo for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,5,3,4,8,12,14,9,13,17
Truck hijacking,0,0,0,0,0,0,0,0,3,0
Robbery at residential premises,2,6,5,20,23,25,12,17,11,9
Robbery at non-residential premises,2,10,14,23,18,42,42,53,58,44
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,24,24,21,28,26,28,26,23,36,26
Public violence,0,0,0,0,2,1,3,0,1,1
Crimen injuria,149,164,85,55,40,18,14,34,41,40
Neglect and ill-treatment of children ,17,10,11,11,5,5,5,2,8,6
Kidnapping,2,1,1,3,1,2,0,3,6,9
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Makhado (LI)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Makhado was previously named Louis Trichardt,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,13,8,12,7,10,2,3,5,12
Total Sexual Crimes,51,59,57,51,32,48,34,40,145,63
Attempted murder,27,13,16,14,7,8,7,5,14,11
Assault with the intent to inflict grievous bodily harm,353,335,357,287,190,165,166,158,203,213
Common assault,475,462,293,247,120,107,106,112,189,192
Common robbery,105,118,99,69,66,62,42,59,47,59
Robbery with aggravating circumstances,99,51,50,51,20,32,39,39,65,68
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,10,9,8,13,5,8,4,5,4
Malicious damage to property,187,265,199,153,127,105,93,69,113,113
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,158,196,156,118,109,129,119,113,169,167
Burglary at residential premises,403,434,266,223,159,154,204,192,232,307
Theft of motor vehicle and motorcycle,50,59,18,21,26,17,26,30,27,20
Theft out of or from motor vehicle,204,220,195,155,79,74,110,99,179,152
Stock-theft,20,12,8,12,12,9,23,25,40,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,11,16,9,11,10,3,2,4,7,12
Drug-related crime,59,65,68,51,47,63,44,66,106,136
Driving under the influence of alcohol or drugs,25,16,12,20,26,32,33,33,46,92
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1110,1020,573,495,407,411,367,345,435,482
Commercial crime,136,128,103,129,76,80,96,74,87,95
Shoplifting,327,272,276,243,209,276,219,192,263,209
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,12,2,5,4,1,4,8,2,4,0
Truck hijacking,0,0,0,0,0,0,0,3,1,0
Robbery at residential premises,0,2,1,5,5,9,11,7,13,5
Robbery at non-residential premises,0,2,0,1,3,4,12,8,8,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,24,22,36,25,21,33,29,33,39,30
Public violence,0,0,0,0,0,1,0,0,2,2
Crimen injuria,106,115,65,59,39,22,14,20,33,32
Neglect and ill-treatment of children ,1,5,4,7,6,4,6,1,1,3
Kidnapping,0,0,3,1,0,4,1,0,3,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Makuya (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,2,1,2,1,3,0,2,0,1
Total Sexual Crimes,20,10,5,7,9,8,3,8,7,9
Attempted murder,3,5,0,3,1,4,0,0,1,1
Assault with the intent to inflict grievous bodily harm,81,81,50,41,31,49,37,36,39,25
Common assault,119,124,57,33,17,46,48,44,46,48
Common robbery,3,3,4,6,2,2,5,1,4,5
Robbery with aggravating circumstances,1,2,2,1,2,0,2,0,2,7
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,4,6,7,2,8,9,1,3,8
Malicious damage to property,17,16,10,8,11,14,10,13,8,11
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,23,17,6,16,20,6,18,5,12,8
Burglary at residential premises,19,25,22,11,7,7,15,12,36,19
Theft of motor vehicle and motorcycle,0,0,2,0,0,0,0,0,0,0
Theft out of or from motor vehicle,4,3,3,1,1,0,1,2,4,0
Stock-theft,9,9,2,5,1,5,5,3,1,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,0,0,0,1,1,0,1,0
Drug-related crime,3,2,10,4,15,1,8,9,3,17
Driving under the influence of alcohol or drugs,0,0,0,1,0,1,0,0,0,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,44,40,25,18,22,42,37,17,11,27
Commercial crime,2,1,0,1,2,1,1,1,5,3
Shoplifting,0,1,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,1,0,0,3
Robbery at non-residential premises,0,0,0,0,0,0,0,0,2,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,2,3,3,2,2,2,2,0,3
Public violence,0,0,0,0,0,0,0,0,0,1
Crimen injuria,10,7,8,5,3,4,9,8,3,0
Neglect and ill-treatment of children ,2,5,2,1,2,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Malamulele (LI)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,11,10,8,4,6,14,10,12,8
Total Sexual Crimes,91,82,77,102,82,55,61,82,83,112
Attempted murder,8,5,4,1,7,5,4,9,13,7
Assault with the intent to inflict grievous bodily harm,427,294,221,228,237,195,224,241,234,201
Common assault,336,327,190,228,236,154,177,169,167,143
Common robbery,43,38,12,31,32,43,28,31,61,33
Robbery with aggravating circumstances,51,25,21,11,17,26,35,24,58,34
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,41,42,28,25,20,27,26,17,24,17
Malicious damage to property,128,111,78,101,90,106,87,100,100,84
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,93,67,51,36,78,110,132,150,96,106
Burglary at residential premises,202,96,81,91,123,134,132,173,240,171
Theft of motor vehicle and motorcycle,4,2,5,5,3,3,11,9,9,3
Theft out of or from motor vehicle,48,36,15,11,18,15,28,28,47,20
Stock-theft,32,14,5,15,14,17,20,21,23,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,12,6,5,10,4,3,5,3,8,8
Drug-related crime,19,34,22,27,17,17,35,15,48,83
Driving under the influence of alcohol or drugs,1,0,0,1,6,9,5,3,20,43
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,321,275,236,251,351,294,242,196,254,253
Commercial crime,7,12,8,5,17,13,21,24,23,55
Shoplifting,25,19,13,15,5,8,33,54,31,60
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,1,0,3,4,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,3,0,0,0,1,7,2,4,26,10
Robbery at non-residential premises,25,1,0,1,2,9,18,10,22,17
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,11,12,18,21,11,20,12,17,13
Public violence,1,0,0,1,0,1,0,2,2,1
Crimen injuria,79,31,16,15,18,14,11,10,13,16
Neglect and ill-treatment of children ,10,7,4,9,4,10,4,1,6,3
Kidnapping,2,2,0,0,1,0,0,1,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Maleboho (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,4,2,9,4,1,3,2,4,3
Total Sexual Crimes,32,45,16,28,13,24,24,24,40,21
Attempted murder,3,2,4,9,6,2,3,1,2,2
Assault with the intent to inflict grievous bodily harm,134,113,85,99,96,99,114,80,99,74
Common assault,65,91,52,57,34,57,41,51,40,28
Common robbery,9,3,3,5,6,9,1,12,3,5
Robbery with aggravating circumstances,10,7,2,4,2,6,21,20,14,19
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,11,3,4,0,4,2,3,3,5
Malicious damage to property,34,21,35,24,24,36,30,26,26,30
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,20,28,4,1,12,10,36,62,37,15
Burglary at residential premises,25,24,33,46,63,103,57,54,47,36
Theft of motor vehicle and motorcycle,6,3,2,1,0,1,1,2,5,0
Theft out of or from motor vehicle,8,7,0,4,3,2,2,5,1,2
Stock-theft,31,15,6,14,11,9,12,19,26,24
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,5,1,0,0,1,4,3,3,2
Drug-related crime,14,13,4,2,1,6,4,2,7,16
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,1,5,0,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,54,44,27,32,48,45,41,38,38,27
Commercial crime,1,0,0,1,0,3,2,1,2,3
Shoplifting,0,0,1,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,7,6,5,9
Robbery at non-residential premises,0,0,1,0,1,3,8,7,7,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,3,2,7,3,1,4,4,3,4
Public violence,0,0,0,1,0,1,2,1,0,1
Crimen injuria,24,22,16,17,8,19,17,9,11,6
Neglect and ill-treatment of children ,4,1,2,1,0,0,0,0,2,1
Kidnapping,0,0,1,0,1,0,0,1,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Malipsdrift (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,3,1,3,2,1,2,2,2,2
Total Sexual Crimes,5,20,8,8,15,12,10,8,9,12
Attempted murder,8,5,2,0,6,1,2,3,6,1
Assault with the intent to inflict grievous bodily harm,29,40,30,39,49,61,67,55,56,32
Common assault,28,22,27,19,31,33,28,22,34,16
Common robbery,4,11,6,2,3,5,0,12,9,7
Robbery with aggravating circumstances,4,4,8,2,7,2,3,5,5,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,2,1,1,0,2,1,0,2
Malicious damage to property,9,7,8,11,13,12,18,12,13,19
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,16,16,14,19,11,12,16,17,14,11
Burglary at residential premises,6,19,14,10,18,18,19,11,6,9
Theft of motor vehicle and motorcycle,1,4,6,0,2,0,0,0,0,0
Theft out of or from motor vehicle,3,1,3,5,5,3,1,5,1,8
Stock-theft,2,1,3,9,5,9,9,3,3,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,0,0,1,1,0,2,2,2
Drug-related crime,1,7,6,3,4,3,0,10,7,33
Driving under the influence of alcohol or drugs,0,1,2,1,1,2,5,3,5,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,19,20,6,18,34,16,25,26,20,17
Commercial crime,0,1,0,0,1,3,0,5,0,2
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,0,1,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,3,0
Robbery at non-residential premises,0,0,0,0,0,0,0,2,0,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,6,5,4,2,4,5,7,3,6
Public violence,0,0,2,0,0,0,0,0,0,0
Crimen injuria,1,11,9,9,13,12,13,13,19,9
Neglect and ill-treatment of children ,0,0,0,0,0,1,0,0,0,3
Kidnapping,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mankweng (LI)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,38,25,30,28,37,27,40,41,44,27
Total Sexual Crimes,196,226,252,244,254,254,296,281,344,315
Attempted murder,15,29,17,21,23,13,13,15,20,26
Assault with the intent to inflict grievous bodily harm,482,609,569,618,570,432,459,327,671,732
Common assault,441,480,562,567,388,228,260,151,521,628
Common robbery,186,236,314,321,269,175,239,142,264,291
Robbery with aggravating circumstances,71,65,101,127,56,63,95,80,186,191
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,26,17,14,15,14,13,18,17,15,28
Malicious damage to property,233,242,278,322,266,154,150,129,282,254
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,201,191,115,117,138,158,181,136,148,207
Burglary at residential premises,496,499,632,671,565,491,692,484,713,709
Theft of motor vehicle and motorcycle,42,44,38,28,25,25,19,22,49,36
Theft out of or from motor vehicle,126,77,80,70,51,39,75,53,81,87
Stock-theft,45,32,39,46,31,21,28,24,84,91
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,17,14,12,14,22,21,28,18,16,18
Drug-related crime,27,28,48,47,254,395,490,245,98,205
Driving under the influence of alcohol or drugs,8,19,8,16,40,110,78,65,26,70
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,639,489,526,528,510,283,267,266,562,566
Commercial crime,17,18,40,30,42,39,46,61,64,65
Shoplifting,57,38,63,51,65,91,97,67,77,60
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,4,1,2,0,7,16,13,4,9
Truck hijacking,0,0,1,0,0,0,0,0,0,0
Robbery at residential premises,0,2,1,0,4,6,19,13,42,34
Robbery at non-residential premises,1,1,0,1,4,1,4,7,46,55
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,35,24,39,25,34,44,47,40,59,50
Public violence,0,0,0,1,3,1,1,1,1,0
Crimen injuria,103,117,146,137,46,30,33,34,98,99
Neglect and ill-treatment of children ,12,15,14,12,9,8,16,12,13,23
Kidnapping,7,7,7,10,9,2,3,3,18,20
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mara (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,2,4,1,2,1,3,2,2,0
Total Sexual Crimes,15,11,11,6,12,14,7,4,4,13
Attempted murder,6,3,1,1,2,1,0,1,1,1
Assault with the intent to inflict grievous bodily harm,77,79,42,45,42,31,42,39,52,26
Common assault,38,31,24,18,15,21,18,23,24,16
Common robbery,4,1,3,3,0,0,6,3,0,2
Robbery with aggravating circumstances,7,3,1,3,1,8,10,9,4,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,3,0,1,1,2,0,1,1
Malicious damage to property,23,13,21,18,14,16,14,15,13,14
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,22,19,24,16,32,23,12,13,16,9
Burglary at residential premises,57,31,26,20,35,39,54,42,25,25
Theft of motor vehicle and motorcycle,5,3,1,1,0,0,2,1,1,2
Theft out of or from motor vehicle,10,7,1,4,8,3,5,4,1,2
Stock-theft,4,7,3,5,4,11,7,16,12,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,1,0,1,4,0,0,1,1
Drug-related crime,13,9,6,14,7,8,15,5,5,16
Driving under the influence of alcohol or drugs,0,1,1,0,0,0,1,1,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,92,56,69,52,44,55,70,70,69,71
Commercial crime,1,1,1,3,0,2,3,2,0,3
Shoplifting,0,1,2,0,0,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,2,0,1,0,0,0,0,0,0
Robbery at residential premises,1,0,1,0,1,2,4,3,0,3
Robbery at non-residential premises,0,0,0,1,0,4,1,4,2,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,8,3,7,3,8,3,2,4,2
Public violence,0,0,0,0,0,0,1,0,0,0
Crimen injuria,6,1,4,3,2,3,2,2,5,2
Neglect and ill-treatment of children ,1,0,0,2,1,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Marble Hall (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,7,8,11,4,3,4,5,15,5
Total Sexual Crimes,22,17,33,19,28,28,19,18,43,56
Attempted murder,11,14,14,5,15,9,9,10,12,12
Assault with the intent to inflict grievous bodily harm,170,119,131,120,110,69,63,98,200,178
Common assault,108,122,94,117,86,39,54,56,102,73
Common robbery,27,15,24,41,41,15,30,17,58,38
Robbery with aggravating circumstances,38,39,64,42,45,24,26,22,68,51
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,2,2,5,4,1,5,3,5,7
Malicious damage to property,73,50,62,63,79,60,38,39,83,88
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,58,40,40,43,51,39,39,31,86,101
Burglary at residential premises,255,221,193,122,200,165,150,131,215,219
Theft of motor vehicle and motorcycle,42,37,37,40,25,14,27,29,34,50
Theft out of or from motor vehicle,107,75,95,46,20,9,22,25,40,57
Stock-theft,8,4,11,9,4,11,7,11,53,58
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,8,5,2,3,5,6,5,1,4,3
Drug-related crime,3,3,3,5,8,7,5,10,12,39
Driving under the influence of alcohol or drugs,4,7,2,4,15,9,24,11,8,14
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,394,432,389,505,545,342,237,268,421,416
Commercial crime,22,33,22,24,34,20,30,31,50,40
Shoplifting,38,26,38,56,54,54,42,45,50,57
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,3,1,3,3,1,0,4,4
Truck hijacking,0,2,0,0,1,3,0,0,2,0
Robbery at residential premises,1,2,1,1,10,7,11,3,13,11
Robbery at non-residential premises,0,0,0,1,4,1,6,8,19,16
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,9,10,16,13,10,17,15,22,16
Public violence,0,1,0,0,0,1,0,0,0,0
Crimen injuria,23,18,23,27,29,13,13,12,15,16
Neglect and ill-treatment of children ,0,2,4,0,1,1,0,1,0,6
Kidnapping,1,3,0,6,2,1,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Masemola (LI)    for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,0,4,6
Total Sexual Crimes,0,0,0,0,0,0,0,0,22,36
Attempted murder,0,0,0,0,0,0,0,0,4,3
Assault with the intent to inflict grievous bodily harm,0,0,0,0,0,0,0,0,28,65
Common assault,0,0,0,0,0,0,0,0,9,17
Common robbery,0,0,0,0,0,0,0,0,6,9
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,5,20
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,4
Malicious damage to property,0,0,0,0,0,0,0,0,16,22
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,0,0,0,11,46
Burglary at residential premises,0,0,0,0,0,0,0,0,6,32
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,1,6
Theft out of or from motor vehicle,0,0,0,0,0,0,0,0,3,8
Stock-theft,0,0,0,0,0,0,0,0,8,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,2,11
Drug-related crime,0,0,0,0,0,0,0,0,5,30
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,0,1,4
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,0,0,0,0,0,12,39
Commercial crime,0,0,0,0,0,0,0,0,1,2
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,3
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,1,2
Robbery at non-residential premises,0,0,0,0,0,0,0,0,2,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,0,0,0,6,16
Public violence,0,0,0,0,0,0,0,0,1,0
Crimen injuria,0,0,0,0,0,0,0,0,3,2
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,1
Kidnapping,0,0,0,0,0,0,0,0,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mashashane (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,0,0,0
Total Sexual Crimes,0,0,0,0,0,0,0,0,0,18
Attempted murder,0,0,0,0,0,0,0,0,0,1
