Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Eastern Cape for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Malicious damage to property,1,1,3,3,1,0,0,1,9,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,1,0,0,0,0,0,0,0,0
Burglary at residential premises,5,8,6,4,2,0,0,3,6,6
Theft of motor vehicle and motorcycle,0,1,1,0,1,0,0,0,0,0
Theft out of or from motor vehicle,0,1,0,0,0,0,0,0,3,0
Stock-theft,74,37,37,7,23,18,4,2,20,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,1,0,2,0,0,1,0,0,1,0
Driving under the influence of alcohol or drugs,0,1,0,0,1,1,0,0,1,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,11,7,9,6,11,7,2,5,9,9
Commercial crime,0,0,0,0,0,0,0,1,1,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,0,2,1,1,1,2,3,1,3
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,0,2,0,1,0,0,0,0,0,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Cookhouse (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,7,5,8,9,1,12,12,6,7
Total Sexual Crimes,26,23,22,22,27,18,24,21,26,23
Attempted murder,2,2,2,0,1,2,2,1,0,1
Assault with the intent to inflict grievous bodily harm,120,108,114,121,94,108,97,108,77,55
Common assault,109,107,113,124,119,90,72,37,63,32
Common robbery,1,4,3,13,10,12,10,6,8,4
Robbery with aggravating circumstances,2,6,8,4,7,12,4,3,5,5
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,0,1,0,3,1,3,3,1
Malicious damage to property,44,31,33,30,34,28,43,30,33,40
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,30,13,15,4,12,7,3,19,15,17
Burglary at residential premises,87,79,76,44,61,79,71,41,63,30
Theft of motor vehicle and motorcycle,1,1,0,2,1,1,1,3,2,6
Theft out of or from motor vehicle,21,25,19,12,13,30,24,25,43,52
Stock-theft,161,149,126,61,76,73,69,117,98,117
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,3,2,3,3,0,0,1,0
Drug-related crime,7,17,13,8,11,8,16,12,25,22
Driving under the influence of alcohol or drugs,3,0,2,2,3,5,9,2,1,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,87,108,93,87,91,87,59,56,77,71
Commercial crime,0,4,3,1,4,4,2,6,3,3
Shoplifting,0,0,0,0,0,1,2,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,0,0,0,1,0,0,0,0
Truck hijacking,0,0,0,0,1,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,3,1,0,1,0
Robbery at non-residential premises,0,0,0,0,2,3,0,0,2,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,10,11,4,9,7,4,8,5,9
Public violence,5,0,1,0,0,0,0,0,2,0
Crimen injuria,2,3,6,11,7,2,4,7,3,10
Neglect and ill-treatment of children ,0,0,1,0,0,0,1,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Cradock (EC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,34,29,28,34,39,28,19,24,39,38
Total Sexual Crimes,87,107,116,105,99,80,87,77,90,120
Attempted murder,18,11,11,9,16,23,25,15,17,17
Assault with the intent to inflict grievous bodily harm,584,589,569,485,469,417,419,396,367,359
Common assault,523,570,493,386,355,306,311,245,219,180
Common robbery,73,67,66,52,56,46,33,34,29,32
Robbery with aggravating circumstances,18,12,19,10,14,25,26,24,35,52
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,5,8,8,10,3,10,8,1,13
Malicious damage to property,220,257,252,217,194,165,187,144,140,151
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,101,77,93,76,37,30,45,41,51,92
Burglary at residential premises,301,248,365,374,272,244,217,192,196,205
Theft of motor vehicle and motorcycle,18,15,17,13,21,8,31,17,13,24
Theft out of or from motor vehicle,132,109,154,112,44,54,76,50,65,87
Stock-theft,251,186,211,152,113,108,107,104,128,134
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,3,5,4,5,3,3,8,3,2
Drug-related crime,98,119,56,115,153,207,225,201,195,201
Driving under the influence of alcohol or drugs,10,9,11,20,21,18,18,40,25,18
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,544,453,472,378,322,262,314,272,254,266
Commercial crime,23,19,17,13,19,41,25,32,46,57
Shoplifting,160,153,145,175,125,169,157,155,157,103
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,0,0,6,3,2,2,2
Robbery at non-residential premises,0,0,0,0,1,4,4,2,11,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,28,19,19,18,16,21,29,16,13
Public violence,1,3,0,0,2,1,1,3,0,0
Crimen injuria,319,315,275,192,135,99,111,86,90,60
Neglect and ill-treatment of children ,14,10,8,2,8,10,17,12,22,9
Kidnapping,0,0,1,0,1,0,1,2,3,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Dalasile (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,20,25,25,28,31,37,24,29,27,28
Total Sexual Crimes,36,36,50,38,36,26,49,49,45,50
Attempted murder,22,10,16,13,6,6,7,8,4,9
Assault with the intent to inflict grievous bodily harm,161,150,102,111,89,125,113,99,98,80
Common assault,141,95,66,68,57,51,66,37,24,10
Common robbery,24,20,18,10,15,4,10,10,7,10
Robbery with aggravating circumstances,24,17,9,12,12,6,15,12,7,27
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,11,19,8,7,9,5,5,7,6,3
Malicious damage to property,28,33,27,13,14,15,14,19,16,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,9,8,8,5,10,27,3,4,17
Burglary at residential premises,60,72,44,39,37,46,54,50,53,66
Theft of motor vehicle and motorcycle,15,4,7,6,9,3,6,2,3,8
Theft out of or from motor vehicle,4,4,4,3,3,5,7,6,6,7
Stock-theft,148,101,95,159,76,65,106,79,63,66
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,15,10,10,1,5,1,4,10,5,12
Drug-related crime,2,2,5,1,2,1,6,6,0,6
Driving under the influence of alcohol or drugs,1,1,0,2,2,0,2,0,1,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,91,85,45,34,36,11,34,44,38,37
Commercial crime,1,16,7,3,2,0,0,1,3,2
Shoplifting,0,0,0,0,1,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,1,0,5
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,6,3,7,10,2,5
Robbery at non-residential premises,0,0,0,0,0,1,2,1,3,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,5,10,8,10,7,7,10,12,12
Public violence,0,0,0,0,1,0,0,0,1,0
Crimen injuria,0,0,0,0,0,0,6,7,2,1
Neglect and ill-treatment of children ,0,1,0,1,0,0,1,0,0,1
Kidnapping,3,2,2,2,0,0,3,0,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Despatch (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,11,4,11,16,8,5,10,4,6,4
Total Sexual Crimes,37,43,47,50,53,52,75,47,54,50
Attempted murder,8,9,12,11,9,8,10,9,5,8
Assault with the intent to inflict grievous bodily harm,212,163,184,172,179,170,142,118,115,116
Common assault,186,209,200,200,172,146,147,150,131,104
Common robbery,26,24,31,28,17,29,32,12,13,15
Robbery with aggravating circumstances,21,28,40,36,51,76,60,56,59,73
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,4,10,3,2,7,4,3,3
Malicious damage to property,58,64,69,86,99,58,53,80,74,82
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,27,24,30,35,39,64,59,51,61,32
Burglary at residential premises,207,178,338,266,209,193,182,193,192,157
Theft of motor vehicle and motorcycle,44,34,56,55,40,49,39,35,25,48
Theft out of or from motor vehicle,146,77,238,98,69,74,90,113,54,95
Stock-theft,17,8,13,4,8,4,2,4,4,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,4,2,3,0,6,8,5,1,2
Drug-related crime,32,37,53,64,76,88,64,41,53,87
Driving under the influence of alcohol or drugs,25,41,52,59,105,113,63,35,59,43
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,293,216,233,245,312,212,251,224,197,177
Commercial crime,13,12,15,17,9,24,29,17,16,29
Shoplifting,35,45,35,14,23,30,31,24,22,12
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,2,4,10,3,4,1,4,3
Truck hijacking,0,0,0,0,1,0,1,0,1,0
Robbery at residential premises,1,0,0,0,0,17,7,7,6,0
Robbery at non-residential premises,1,1,0,2,5,6,10,19,20,34
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,7,8,7,12,15,8,9,10,8
Public violence,1,0,1,0,1,0,0,0,0,0
Crimen injuria,46,33,41,47,42,16,20,24,20,12
Neglect and ill-treatment of children ,4,2,1,2,1,1,2,0,0,0
Kidnapping,0,1,0,0,2,1,1,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Dimbaza (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,18,15,15,20,21,21,19,12,11
Total Sexual Crimes,57,60,68,41,57,62,64,92,66,69
Attempted murder,14,14,10,8,7,11,4,7,2,9
Assault with the intent to inflict grievous bodily harm,351,291,303,254,281,273,270,311,291,303
Common assault,43,48,36,35,40,62,75,80,84,62
Common robbery,58,47,43,43,59,54,46,53,43,41
Robbery with aggravating circumstances,40,62,40,36,22,28,29,30,76,66
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,11,3,1,2,6,7,5,9,7
Malicious damage to property,66,66,61,57,57,78,83,88,74,81
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,30,27,9,24,23,16,13,38,35,37
Burglary at residential premises,192,167,156,134,161,185,152,149,163,164
Theft of motor vehicle and motorcycle,17,9,16,19,12,11,14,8,9,6
Theft out of or from motor vehicle,52,13,18,16,10,15,5,10,30,27
Stock-theft,30,15,16,12,28,47,22,29,19,31
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,4,1,5,2,6,1,7,3,12
Drug-related crime,19,21,23,14,24,26,20,9,18,31
Driving under the influence of alcohol or drugs,13,7,18,19,4,15,31,14,54,43
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,261,139,90,104,94,152,157,217,203,134
Commercial crime,4,5,6,6,12,19,15,15,22,18
Shoplifting,1,3,0,5,2,3,3,5,4,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,1,0,0,1,1,1,1,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,0,0,0,1,3,2,5,10
Robbery at non-residential premises,0,0,0,0,1,2,12,12,32,21
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,8,13,9,7,9,10,15,12,7
Public violence,1,3,4,1,0,0,0,1,0,1
Crimen injuria,17,11,15,19,29,29,45,47,42,38
Neglect and ill-treatment of children ,2,4,3,0,2,0,1,3,5,5
Kidnapping,0,1,0,0,0,0,1,0,5,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Dordrecht (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,9,9,5,8,7,7,7,9,7
Total Sexual Crimes,18,10,28,16,22,16,15,15,13,25
Attempted murder,2,1,1,3,1,0,1,0,1,5
Assault with the intent to inflict grievous bodily harm,177,122,72,93,79,51,74,93,76,119
Common assault,32,27,25,27,23,23,18,25,26,42
Common robbery,10,15,4,7,4,8,7,13,12,7
Robbery with aggravating circumstances,3,0,0,3,3,2,2,1,3,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,0,1,2,0,0,0,2,3,1
Malicious damage to property,43,22,10,17,15,13,13,24,19,22
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,31,10,11,7,16,15,11,19,19,15
Burglary at residential premises,99,55,35,16,33,39,37,44,43,57
Theft of motor vehicle and motorcycle,5,0,12,1,1,9,3,5,4,3
Theft out of or from motor vehicle,10,5,4,1,4,4,4,4,3,12
Stock-theft,62,39,34,38,35,16,13,10,18,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,1,0,0,2,1,1,0,2
Drug-related crime,10,8,14,15,41,18,19,22,35,36
Driving under the influence of alcohol or drugs,1,0,4,7,6,1,5,2,6,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,65,45,25,18,29,21,14,18,23,25
Commercial crime,7,6,1,5,4,6,1,3,4,8
Shoplifting,9,3,4,3,1,1,1,1,2,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,1,0,1,1,1,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,3,4,4,3,1,4,3,2,1
Public violence,0,0,0,0,0,0,0,0,0,3
Crimen injuria,11,2,6,7,5,2,1,2,9,7
Neglect and ill-treatment of children ,2,0,0,1,0,3,0,3,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Doringkloof (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,0,2,0,1,0,2,2,0,0
Total Sexual Crimes,0,1,1,2,0,2,1,1,1,6
Attempted murder,2,0,0,0,0,0,2,0,0,1
Assault with the intent to inflict grievous bodily harm,5,10,3,4,3,0,2,4,1,1
Common assault,2,1,3,5,1,1,1,0,0,0
Common robbery,0,0,0,0,0,0,0,0,0,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,0,0,0,0,0,0,0,0
Malicious damage to property,1,2,2,3,1,0,0,0,0,0
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,1,0,0,0,0,0,0,0,1
Burglary at residential premises,0,3,1,2,9,1,1,3,1,0
Theft of motor vehicle and motorcycle,1,0,0,0,0,0,0,1,0,0
Theft out of or from motor vehicle,1,1,0,1,0,1,0,0,0,0
Stock-theft,21,26,19,11,6,5,9,16,13,13
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,0,0,0,0,0,0,1,1,0,0
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,1,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2,3,3,1,1,1,7,4,5,11
Commercial crime,0,0,1,0,0,0,0,1,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,1,0,2,0,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,0,0,0,1,0,0,1,0,0,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Duncan Village (EC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Duncan Village was previously named Gompo,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,70,73,78,85,100,79,71,67,75,67
Total Sexual Crimes,182,139,154,164,151,162,118,133,119,128
Attempted murder,194,141,104,72,58,47,46,15,31,37
Assault with the intent to inflict grievous bodily harm,768,902,746,828,854,756,730,663,652,594
Common assault,273,203,159,176,209,160,123,106,142,103
Common robbery,250,238,137,163,164,145,102,79,73,71
Robbery with aggravating circumstances,223,249,186,180,250,371,222,235,260,225
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,18,42,19,18,20,14,13,1,6,6
Malicious damage to property,179,159,156,169,185,171,169,192,194,167
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,16,10,3,4,4,4,3,6,8,21
Burglary at residential premises,650,622,470,421,476,524,417,463,447,389
Theft of motor vehicle and motorcycle,35,49,27,51,67,33,27,50,44,45
Theft out of or from motor vehicle,115,147,76,92,68,62,85,97,112,112
Stock-theft,1,0,2,0,3,1,0,0,0,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,41,24,21,23,19,24,27,21,30,22
Drug-related crime,201,197,107,125,120,87,93,83,95,119
Driving under the influence of alcohol or drugs,77,40,53,73,82,125,126,116,128,133
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,588,528,293,289,297,285,250,277,224,203
Commercial crime,9,9,12,4,5,5,12,9,21,13
Shoplifting,2,0,0,0,0,1,1,0,5,54
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,7,3,2,8,9,7,8,5,6,9
Truck hijacking,1,0,0,0,1,0,0,0,0,0
Robbery at residential premises,1,3,1,1,5,54,23,26,21,26
Robbery at non-residential premises,0,0,0,0,1,5,2,10,24,27
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,11,8,13,11,13,10,14,15,14,9
Public violence,87,83,1,1,2,2,6,4,2,0
Crimen injuria,77,41,28,46,41,22,33,28,29,16
Neglect and ill-treatment of children ,5,4,5,11,11,7,6,10,6,6
Kidnapping,9,2,2,3,4,4,7,6,5,13
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  East London (EC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,60,54,47,46,47,64,51,50,47,39
Total Sexual Crimes,147,147,162,147,146,149,166,171,152,162
Attempted murder,45,33,31,18,20,25,21,22,17,14
Assault with the intent to inflict grievous bodily harm,516,624,584,564,590,625,603,579,581,490
Common assault,863,910,827,823,742,537,496,477,460,441
Common robbery,417,287,311,293,298,267,228,231,204,231
Robbery with aggravating circumstances,357,436,404,340,354,370,377,425,502,372
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,24,28,14,11,17,12,22,21,10,8
Malicious damage to property,411,388,409,460,364,371,323,327,398,362
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,532,317,444,394,510,638,716,775,472,505
Burglary at residential premises,874,751,817,711,689,714,744,1013,1196,846
Theft of motor vehicle and motorcycle,545,684,581,545,336,294,197,219,249,179
Theft out of or from motor vehicle,1050,917,1117,939,778,609,756,803,1064,745
Stock-theft,57,26,12,37,18,40,28,14,12,22
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,26,19,9,14,12,14,18,13,26,25
Drug-related crime,169,184,143,179,183,195,169,166,253,303
Driving under the influence of alcohol or drugs,520,786,592,484,483,652,784,782,570,604
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3630,3484,2930,2467,2114,1930,1613,1607,1538,1286
Commercial crime,463,472,449,493,786,779,778,678,686,706
Shoplifting,646,544,523,501,571,565,534,548,434,364
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,14,9,12,21,11,16,20,14,14,21
Truck hijacking,0,0,0,0,0,0,2,0,0,0
Robbery at residential premises,2,0,0,1,5,18,23,26,20,25
Robbery at non-residential premises,3,2,4,4,12,18,23,39,44,30
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,21,18,24,18,27,18,19,22,26,18
Public violence,2,0,2,1,2,3,5,3,2,1
Crimen injuria,174,193,197,176,137,108,90,96,66,52
Neglect and ill-treatment of children ,6,7,5,15,5,7,16,1,4,1
Kidnapping,8,8,7,7,5,7,3,5,5,6
