Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mpumalanga  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,18,15,17,2,10,16,7,8,11,11
Burglary at residential premises,43,37,38,23,20,45,49,35,19,17
Theft of motor vehicle and motorcycle,3,2,6,0,2,4,4,5,1,1
Theft out of or from motor vehicle,13,16,10,9,11,2,9,11,5,4
Stock-theft,28,38,34,36,42,39,20,29,18,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,4,5,1,3,5,2,4,4,0
Drug-related crime,21,46,20,38,59,60,34,53,106,114
Driving under the influence of alcohol or drugs,1,3,2,0,1,0,1,1,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,51,38,37,25,24,28,35,23,19,12
Commercial crime,14,14,21,26,21,23,10,3,6,9
Shoplifting,0,0,0,1,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,2,1,1,0,0,0,0,0
Truck hijacking,1,1,0,0,0,0,0,0,0,0
Robbery at residential premises,1,2,0,1,0,0,8,1,2,2
Robbery at non-residential premises,0,2,0,0,0,0,3,0,4,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,4,5,3,4,5,6,4,8,3
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,1,5,1,2,0,1,3,1,3,0
Neglect and ill-treatment of children ,0,0,1,0,0,1,0,3,1,0
Kidnapping,0,1,0,0,3,3,1,1,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hazyview (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,7,4,6,6,8,9,9,14,14
Total Sexual Crimes,13,20,18,15,40,65,45,58,47,50
Attempted murder,22,21,15,10,29,30,21,12,20,5
Assault with the intent to inflict grievous bodily harm,96,75,77,81,144,139,131,96,119,111
Common assault,48,64,58,71,93,57,59,53,80,74
Common robbery,19,17,12,10,20,32,32,19,21,44
Robbery with aggravating circumstances,58,75,70,91,122,118,111,106,120,162
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,1,2,1,10,8,6,3,5,3
Malicious damage to property,76,69,92,92,167,169,69,93,95,122
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,113,120,138,73,118,157,170,164,132,160
Burglary at residential premises,157,145,204,176,288,275,246,186,190,262
Theft of motor vehicle and motorcycle,67,46,46,34,32,34,27,19,26,23
Theft out of or from motor vehicle,198,232,190,132,144,107,90,111,140,98
Stock-theft,4,0,0,0,0,2,8,3,1,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,3,8,2,10,8,11,9,7,24
Drug-related crime,15,17,24,19,12,11,21,37,40,83
Driving under the influence of alcohol or drugs,1,6,6,3,20,9,3,13,38,55
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,693,545,528,429,493,444,351,291,343,358
Commercial crime,40,38,42,39,67,67,120,70,89,91
Shoplifting,202,171,106,137,100,84,94,98,80,70
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,5,3,12,20,23,22,6,7,13
Truck hijacking,0,0,1,0,1,1,0,0,0,2
Robbery at residential premises,0,0,0,7,23,33,18,30,26,47
Robbery at non-residential premises,1,3,2,7,11,28,28,35,40,27
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,13,13,15,8,12,12,18,15,8
Public violence,1,0,0,0,1,1,2,0,2,2
Crimen injuria,11,7,9,6,5,12,6,10,13,4
Neglect and ill-treatment of children ,1,1,1,0,0,0,1,0,2,0
Kidnapping,0,0,0,2,1,1,1,1,2,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hendrina (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,10,6,8,7,3,8,7,7,7
Total Sexual Crimes,36,40,27,37,27,42,26,26,24,34
Attempted murder,10,7,8,1,3,7,5,4,1,7
Assault with the intent to inflict grievous bodily harm,105,116,136,85,78,79,81,71,96,66
Common assault,166,167,194,142,107,94,123,91,111,89
Common robbery,17,30,36,27,28,15,25,14,28,21
Robbery with aggravating circumstances,30,27,34,25,21,30,40,27,36,22
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,1,1,1,0,2,1,0,1
Malicious damage to property,122,114,109,72,66,73,58,62,70,86
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,53,33,28,52,46,47,40,42,42,53
Burglary at residential premises,221,216,192,103,102,106,134,143,142,149
Theft of motor vehicle and motorcycle,52,51,31,16,45,37,44,44,31,24
Theft out of or from motor vehicle,50,30,24,30,23,32,22,28,19,30
Stock-theft,57,24,33,19,21,23,31,24,29,18
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,5,1,1,2,3,4,3,1,2
Drug-related crime,27,9,33,26,11,13,20,17,16,38
Driving under the influence of alcohol or drugs,26,44,50,28,22,22,45,78,104,153
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,419,392,269,201,224,214,227,226,266,173
Commercial crime,20,14,17,16,23,20,54,63,35,67
Shoplifting,22,26,30,22,4,20,17,12,11,11
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,2,1,0,1,4,4,0,2,2
Truck hijacking,0,1,1,0,2,5,3,2,1,1
Robbery at residential premises,0,2,0,0,0,0,6,9,11,5
Robbery at non-residential premises,0,0,0,0,3,6,14,8,14,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,10,10,11,7,15,27,16,13,16
Public violence,0,0,0,0,0,1,1,2,0,2
Crimen injuria,36,42,34,14,13,8,13,10,10,9
Neglect and ill-treatment of children ,3,2,2,0,0,0,1,0,1,0
Kidnapping,2,2,2,1,0,1,2,0,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kaapmuiden (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,3,2,1,0,0,1,0,3,0
Total Sexual Crimes,7,6,3,7,6,11,10,3,3,2
Attempted murder,2,2,2,1,6,1,0,1,2,0
Assault with the intent to inflict grievous bodily harm,43,46,27,18,20,18,15,18,18,9
Common assault,20,20,15,15,8,11,8,2,8,3
Common robbery,5,11,8,10,3,8,4,0,0,1
Robbery with aggravating circumstances,4,17,7,7,9,6,9,4,0,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,2,0,0,3,0,0,0,0
Malicious damage to property,17,8,15,13,14,2,4,7,4,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,11,3,3,0,3,6,10,4,8,2
Burglary at residential premises,16,39,27,20,22,5,15,12,21,8
Theft of motor vehicle and motorcycle,4,2,0,0,2,1,1,1,5,1
Theft out of or from motor vehicle,6,7,4,9,6,2,0,2,5,3
Stock-theft,1,2,0,0,1,0,3,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,1,0,0,1,4,1,0,2,1
Drug-related crime,2,4,7,6,2,7,7,6,13,27
Driving under the influence of alcohol or drugs,1,4,0,0,5,2,4,3,5,4
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,99,67,74,48,46,56,58,38,48,28
Commercial crime,0,1,0,3,4,11,5,5,4,3
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,2,0,0,1,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,0,0,2,0,0,1
Robbery at non-residential premises,0,0,0,0,0,3,1,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,6,6,8,4,8,5,6,10,5
Public violence,0,0,1,0,0,0,0,0,0,0
Crimen injuria,6,1,1,0,1,2,1,0,0,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kabokweni (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,39,44,34,41,30,24,29,22,18,12
Total Sexual Crimes,121,135,128,192,172,210,153,169,193,153
Attempted murder,36,24,20,31,32,32,28,38,35,25
Assault with the intent to inflict grievous bodily harm,519,476,459,565,472,525,641,545,391,230
Common assault,454,430,506,440,528,562,483,419,286,196
Common robbery,183,204,127,88,119,100,87,68,53,38
Robbery with aggravating circumstances,360,337,451,446,417,515,320,265,228,212
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,16,15,13,21,15,17,31,7,7,6
Malicious damage to property,262,238,196,186,279,264,277,241,182,123
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,55,65,66,129,114,130,132,129,130,127
Burglary at residential premises,538,603,585,552,534,607,559,567,545,496
Theft of motor vehicle and motorcycle,36,23,30,38,39,35,37,27,22,25
Theft out of or from motor vehicle,80,61,69,76,84,79,71,65,81,88
Stock-theft,9,9,8,4,4,10,9,18,13,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,42,60,34,32,35,45,30,50,46,49
Drug-related crime,9,23,22,63,49,43,59,67,76,128
Driving under the influence of alcohol or drugs,22,18,16,19,35,40,63,100,132,130
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,599,474,404,388,395,452,417,571,438,391
Commercial crime,10,14,10,10,223,144,124,29,28,11
Shoplifting,1,0,2,5,102,34,56,74,50,29
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,34,48,67,77,67,92,34,12,7,14
Truck hijacking,0,0,0,0,0,0,2,2,0,0
Robbery at residential premises,6,33,50,53,78,114,65,60,64,53
Robbery at non-residential premises,0,0,6,12,23,29,40,42,33,29
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,19,21,16,27,22,31,23,18,10
Public violence,3,4,2,0,0,8,9,0,2,3
Crimen injuria,13,16,23,25,31,24,25,21,6,4
Neglect and ill-treatment of children ,3,10,2,3,4,5,5,3,4,6
Kidnapping,11,6,7,0,6,13,24,30,14,9
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kanyamazane (MP)  [169] [P]  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,70,57,57,75,47,50,48,30,11,10
Total Sexual Crimes,202,209,217,210,204,240,239,217,63,76
Attempted murder,121,80,85,117,74,80,75,49,20,13
Assault with the intent to inflict grievous bodily harm,1049,1004,921,978,921,821,817,686,234,200
Common assault,393,298,281,291,270,230,339,330,158,132
Common robbery,360,266,214,203,203,111,125,100,40,40
Robbery with aggravating circumstances,629,722,584,623,615,635,519,442,143,112
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,21,18,16,36,24,29,20,10,2,2
Malicious damage to property,321,347,297,356,348,337,345,262,114,116
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,19,47,57,88,100,130,145,166,35,46
Burglary at residential premises,928,851,874,845,803,736,647,624,279,292
Theft of motor vehicle and motorcycle,56,37,49,57,42,30,54,42,32,10
Theft out of or from motor vehicle,109,112,99,100,89,97,89,111,79,70
Stock-theft,19,8,10,3,7,8,8,10,3,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,68,60,36,46,43,41,31,36,8,11
Drug-related crime,14,44,21,40,27,23,34,41,22,49
Driving under the influence of alcohol or drugs,11,14,22,10,28,24,23,26,35,38
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,948,815,597,590,563,613,591,646,238,261
Commercial crime,8,15,32,25,47,52,121,132,178,313
Shoplifting,0,3,28,52,55,53,103,48,50,32
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,11,41,48,87,76,123,80,76,17,9
Truck hijacking,0,0,1,0,0,1,0,0,1,0
Robbery at residential premises,14,37,98,106,138,123,119,85,44,19
Robbery at non-residential premises,0,0,5,4,8,24,19,36,10,20
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,21,31,21,22,24,23,23,22,8,6
Public violence,3,0,7,2,2,2,2,1,0,3
Crimen injuria,15,30,32,20,16,8,12,15,8,5
Neglect and ill-treatment of children ,7,5,4,3,11,10,5,5,4,0
Kidnapping,6,9,12,8,4,2,11,9,2,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kinross (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,8,6,6,5,5,2,2,3,4
Total Sexual Crimes,20,21,23,23,18,16,26,13,13,11
Attempted murder,7,2,5,3,2,2,2,0,2,4
Assault with the intent to inflict grievous bodily harm,65,64,65,66,75,68,65,43,46,55
Common assault,105,102,93,83,83,61,46,37,30,16
Common robbery,16,24,24,23,29,18,8,7,5,5
Robbery with aggravating circumstances,29,16,13,23,17,23,30,24,15,14
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,3,2,4,3,4,4,0,1,1
Malicious damage to property,59,64,38,38,30,19,27,21,15,11
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,10,0,7,35,22,21,23,4,16,14
Burglary at residential premises,112,96,137,118,96,51,90,80,79,120
Theft of motor vehicle and motorcycle,21,13,14,8,8,26,27,22,22,17
Theft out of or from motor vehicle,49,28,22,30,14,21,38,33,26,50
Stock-theft,2,0,3,2,5,0,5,1,2,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,11,5,0,3,1,3,1,1,1,2
Drug-related crime,31,7,4,11,14,3,29,52,47,66
Driving under the influence of alcohol or drugs,53,47,15,34,19,25,15,8,59,31
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,190,136,95,87,77,75,67,52,60,55
Commercial crime,7,13,13,10,11,12,21,11,12,20
Shoplifting,0,1,0,2,1,0,0,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,4,3,3,5,4,2,0,1
Truck hijacking,1,1,1,5,3,1,2,0,1,1
Robbery at residential premises,0,1,0,1,2,5,6,7,3,1
Robbery at non-residential premises,0,0,0,0,0,1,8,2,2,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,8,7,9,6,5,13,10,2,9
Public violence,0,1,0,0,0,0,1,0,0,0
Crimen injuria,33,20,10,18,10,6,9,5,2,1
Neglect and ill-treatment of children ,1,6,1,3,1,0,0,0,0,1
Kidnapping,0,0,0,3,0,0,0,0,0,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Komatipoort (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,4,4,4,7,6,5,8,4,4
Total Sexual Crimes,26,28,30,29,14,21,23,17,16,9
Attempted murder,7,16,20,15,13,17,9,8,6,13
Assault with the intent to inflict grievous bodily harm,172,195,186,164,184,136,120,117,85,62
Common assault,90,109,89,79,87,70,56,75,43,44
Common robbery,15,19,13,25,24,18,21,17,11,12
Robbery with aggravating circumstances,35,55,40,36,53,43,33,23,34,38
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,5,4,5,4,6,1,2,0,3
Malicious damage to property,72,80,132,82,85,102,75,73,50,44
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,40,36,28,27,80,94,60,48,41,51
Burglary at residential premises,546,278,251,198,169,225,175,140,107,127
Theft of motor vehicle and motorcycle,23,28,62,36,26,21,8,10,10,23
Theft out of or from motor vehicle,101,94,105,77,35,32,45,55,45,54
Stock-theft,6,5,9,3,0,3,1,1,1,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,4,3,5,1,5,5,2,5,27
Drug-related crime,18,18,20,13,14,6,17,27,47,66
Driving under the influence of alcohol or drugs,6,1,4,6,6,3,1,6,16,25
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,432,444,343,307,442,528,361,308,272,267
Commercial crime,37,40,34,27,53,53,71,81,51,71
Shoplifting,31,26,15,8,10,27,22,5,13,17
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,2,3,6,0,0,0,0,0
Truck hijacking,1,0,0,2,0,1,1,1,0,0
Robbery at residential premises,1,7,1,3,11,10,5,4,12,9
Robbery at non-residential premises,0,0,0,2,1,9,8,2,5,10
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,5,9,10,16,16,16,14,13,17
Public violence,0,0,1,0,1,0,0,0,0,0
Crimen injuria,13,15,27,20,19,12,11,14,8,12
Neglect and ill-treatment of children ,0,1,0,1,0,0,3,0,0,0
Kidnapping,0,0,1,1,3,3,3,5,3,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kriel (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,14,7,6,7,1,14,5,5,8,9
Total Sexual Crimes,45,45,50,41,25,41,36,43,27,29
Attempted murder,9,10,8,8,7,9,3,10,9,2
Assault with the intent to inflict grievous bodily harm,184,165,147,131,138,130,127,115,107,102
Common assault,137,154,134,112,74,122,109,101,117,105
Common robbery,29,30,31,31,23,35,37,32,32,35
Robbery with aggravating circumstances,43,30,37,48,28,90,48,55,47,47
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,6,5,6,7,11,1,3,4,1
Malicious damage to property,115,71,74,80,70,67,64,85,105,75
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,53,12,6,34,59,20,7,45,57,44
Burglary at residential premises,217,158,142,202,167,296,296,390,413,445
Theft of motor vehicle and motorcycle,95,77,48,80,58,87,88,124,74,79
Theft out of or from motor vehicle,65,30,27,44,50,40,50,93,102,68
Stock-theft,26,24,12,13,7,8,13,28,16,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,4,1,3,2,4,1,0,4,6
Drug-related crime,11,15,10,6,5,14,19,29,43,50
Driving under the influence of alcohol or drugs,62,18,22,17,18,15,14,11,219,24
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,377,366,376,415,468,505,430,427,445,404
Commercial crime,48,24,36,33,19,22,31,30,91,162
Shoplifting,43,56,57,62,42,54,69,71,58,66
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,4,6,6,2,41,12,12,9,4
Truck hijacking,0,1,1,2,3,3,6,2,3,1
Robbery at residential premises,0,0,0,1,3,10,2,11,5,4
Robbery at non-residential premises,0,0,0,0,2,15,8,11,15,25
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,15,24,16,20,21,25,20,23,30
Public violence,0,1,3,0,0,0,0,1,0,2
Crimen injuria,36,34,45,27,22,37,31,31,34,11
Neglect and ill-treatment of children ,4,8,8,5,0,5,2,1,0,1
Kidnapping,0,1,1,0,1,0,1,0,1,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kwaggafontein (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,23,29,20,16,13,21,14,9,7,14
Total Sexual Crimes,129,111,117,100,84,100,87,99,61,48
Attempted murder,60,51,30,27,28,32,7,14,11,9
Assault with the intent to inflict grievous bodily harm,521,519,499,421,323,377,319,315,258,170
Common assault,292,262,234,303,150,163,168,166,118,53
Common robbery,121,136,116,104,90,107,62,48,41,25
Robbery with aggravating circumstances,292,231,157,144,103,106,75,61,59,43
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,5,7,13,3,6,2,5,7,3
Malicious damage to property,155,139,173,176,123,162,100,70,92,52
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,44,33,24,25,55,62,98,72,74,62
Burglary at residential premises,456,371,368,282,268,320,186,183,155,122
Theft of motor vehicle and motorcycle,38,30,29,20,22,23,30,9,27,26
Theft out of or from motor vehicle,58,42,18,25,31,28,41,33,32,31
Stock-theft,60,70,49,64,47,88,77,101,87,53
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,19,17,13,17,13,16,13,8,6,8
Drug-related crime,12,16,34,34,24,26,38,33,35,38
Driving under the influence of alcohol or drugs,4,5,8,8,42,49,66,100,121,68
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,513,409,305,292,244,222,199,252,161,177
Commercial crime,21,31,33,11,26,47,58,104,111,32
Shoplifting,162,104,173,180,151,183,113,118,125,119
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,16,14,19,7,11,9,11,5,5,8
Truck hijacking,0,1,0,0,1,2,1,1,1,1
Robbery at residential premises,9,7,5,15,10,20,13,6,10,6
Robbery at non-residential premises,0,2,0,1,3,11,9,23,28,15
