Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Free State Provincial Total  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,0,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,4,1,2,2,7
Robbery at non-residential premises,0,2,0,0,1,4,8,6,8,11
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,4,4,6,7,5,7,3,10,6
Public violence,2,7,2,2,2,0,1,1,0,1
Crimen injuria,50,40,43,54,54,48,32,38,28,39
Neglect and ill-treatment of children ,3,2,5,7,10,3,8,5,3,6
Kidnapping,0,1,0,2,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hertzogville (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,4,7,1,0,4,5,8,5,4
Total Sexual Crimes,30,38,20,39,24,22,25,24,28,25
Attempted murder,4,4,4,3,6,5,3,1,2,2
Assault with the intent to inflict grievous bodily harm,71,95,91,77,104,102,93,114,91,89
Common assault,111,103,107,97,105,80,70,138,101,101
Common robbery,4,4,8,13,13,10,10,8,13,12
Robbery with aggravating circumstances,3,4,4,15,5,8,6,6,8,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,0,0,1,0,1,2,2,0,1
Malicious damage to property,34,40,26,31,22,18,25,15,22,31
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,16,8,10,2,6,19,17,20,16,23
Burglary at residential premises,80,48,49,47,70,48,66,36,63,49
Theft of motor vehicle and motorcycle,6,15,0,0,3,5,3,1,2,4
Theft out of or from motor vehicle,13,14,7,2,8,2,3,2,10,3
Stock-theft,87,53,53,23,28,29,30,39,49,49
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,1,0,2,0,0,0,1,0
Drug-related crime,0,6,10,3,6,4,9,20,22,24
Driving under the influence of alcohol or drugs,3,2,5,3,2,3,1,3,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,117,71,60,79,78,62,63,59,56,60
Commercial crime,12,3,6,8,5,4,4,6,6,7
Shoplifting,2,1,2,1,1,2,3,1,0,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,1,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,2,0,0,0,0,1,2,2,1,0
Robbery at non-residential premises,0,0,0,0,2,4,2,1,4,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,2,3,4,9,9,5,4,3,2
Public violence,0,0,3,0,0,0,0,0,0,0
Crimen injuria,23,28,19,16,16,7,11,17,23,14
Neglect and ill-treatment of children ,1,0,4,2,1,3,1,1,1,2
Kidnapping,0,1,0,2,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Heuningspruit (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,2,0,1,1,0,0
Total Sexual Crimes,2,1,2,0,1,2,2,1,1,4
Attempted murder,0,1,1,0,2,1,0,0,0,0
Assault with the intent to inflict grievous bodily harm,7,7,12,3,8,10,5,2,6,3
Common assault,13,6,6,8,7,12,7,1,4,1
Common robbery,0,0,0,0,0,1,0,0,0,0
Robbery with aggravating circumstances,5,2,0,0,1,2,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,0,0,2,0,0,0
Malicious damage to property,4,9,4,1,6,5,2,3,2,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,1,0,1,0,1,1,0,0,0
Burglary at residential premises,18,10,10,17,5,8,7,1,5,3
Theft of motor vehicle and motorcycle,1,0,4,7,4,4,1,2,0,1
Theft out of or from motor vehicle,4,3,0,0,0,2,4,0,0,1
Stock-theft,32,27,18,26,25,23,21,17,11,16
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,0,0,0,0,0,0,0,0
Drug-related crime,2,0,1,3,0,14,1,4,8,8
Driving under the influence of alcohol or drugs,1,0,1,0,1,1,2,2,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,49,19,18,32,16,22,20,8,6,17
Commercial crime,0,0,0,0,0,1,0,0,1,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,1,1,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,4,3,7,2,3,1,5,6,9
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,2,4,3,9,6,0,2,2,4,3
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hobhouse (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,2,1,2,2,0,2,2,0,0
Total Sexual Crimes,8,12,7,15,11,17,14,8,7,8
Attempted murder,3,3,2,0,6,1,1,1,1,0
Assault with the intent to inflict grievous bodily harm,33,35,24,33,37,28,37,28,38,21
Common assault,21,30,19,34,32,18,26,27,30,16
Common robbery,1,1,1,0,2,0,2,0,2,2
Robbery with aggravating circumstances,1,4,3,1,3,1,2,1,4,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,0,0,0,2,0,1,2,2
Malicious damage to property,13,14,10,18,15,12,16,24,18,9
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,7,3,3,3,7,8,3,5,4
Burglary at residential premises,33,25,29,22,30,29,34,22,30,23
Theft of motor vehicle and motorcycle,1,0,1,1,3,3,0,0,0,0
Theft out of or from motor vehicle,2,3,0,0,1,4,2,1,1,1
Stock-theft,56,38,47,44,33,39,35,42,46,48
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,2,0,0,2,1,0,1,1
Drug-related crime,9,12,13,13,19,7,7,8,5,13
Driving under the influence of alcohol or drugs,0,0,0,0,0,3,1,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,23,24,31,30,22,34,34,28,23,20
Commercial crime,0,3,0,0,3,4,4,2,2,3
Shoplifting,0,1,0,1,0,0,1,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,1,0,1,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,0,5,3,2,3,1,4,1,1
Public violence,0,0,0,1,1,0,0,3,1,0
Crimen injuria,14,5,4,7,4,7,6,14,10,10
Neglect and ill-treatment of children ,1,0,0,0,0,3,2,3,0,3
Kidnapping,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hoopstad (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,4,6,3,5,7,6,6,10,4
Total Sexual Crimes,39,45,31,52,31,43,34,38,54,53
Attempted murder,2,3,6,3,2,3,3,4,2,3
Assault with the intent to inflict grievous bodily harm,116,96,80,89,120,125,101,119,128,169
Common assault,183,179,182,179,149,157,175,148,115,126
Common robbery,18,20,28,26,23,28,9,14,24,15
Robbery with aggravating circumstances,3,2,5,7,6,10,9,5,6,10
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,4,2,4,0,4,3,2,5,6
Malicious damage to property,34,48,30,43,32,48,33,29,57,59
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,13,25,29,15,15,14,9,11,32,26
Burglary at residential premises,97,83,94,107,100,95,102,80,81,69
Theft of motor vehicle and motorcycle,15,20,5,5,1,7,6,6,2,7
Theft out of or from motor vehicle,11,16,21,20,9,7,13,6,6,11
Stock-theft,17,18,16,8,15,18,17,9,13,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,0,3,1,0,0,1,1,3
Drug-related crime,40,21,21,27,21,57,47,34,28,18
Driving under the influence of alcohol or drugs,2,5,6,12,14,32,15,7,10,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,170,140,113,111,108,115,94,90,90,99
Commercial crime,10,10,12,6,7,9,1,5,15,10
Shoplifting,6,2,15,15,4,6,10,3,6,6
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,0,0,1,2,0,1,1
Robbery at non-residential premises,0,0,0,0,0,4,2,3,3,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,5,5,5,5,6,6,5,2,4
Public violence,1,0,0,1,2,2,0,3,1,0
Crimen injuria,61,69,62,48,35,33,28,28,17,36
Neglect and ill-treatment of children ,8,2,0,0,1,3,3,2,1,7
Kidnapping,1,0,0,1,0,0,0,1,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Jacobsdal (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,9,4,16,3,7,14,6,7,5
Total Sexual Crimes,31,32,31,17,21,22,14,21,23,19
Attempted murder,8,12,7,11,9,1,3,7,0,0
Assault with the intent to inflict grievous bodily harm,231,202,166,165,182,153,109,81,47,42
Common assault,119,117,103,100,136,92,80,54,27,15
Common robbery,33,25,20,15,16,4,5,5,5,2
Robbery with aggravating circumstances,8,8,4,5,0,2,1,2,5,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,7,6,0,3,1,3,0,2
Malicious damage to property,57,46,34,43,41,43,30,29,21,10
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,8,27,24,23,11,18,17,21,12,17
Burglary at residential premises,108,78,93,91,58,64,72,57,32,47
Theft of motor vehicle and motorcycle,10,7,5,4,2,2,5,2,2,4
Theft out of or from motor vehicle,24,20,14,31,8,14,7,10,5,9
Stock-theft,103,95,50,59,47,51,70,41,52,67
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,1,0,2,2,2,0,0,0
Drug-related crime,14,7,12,14,12,17,10,12,9,13
Driving under the influence of alcohol or drugs,3,6,4,2,2,0,0,1,1,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,163,156,114,109,93,103,70,56,62,44
Commercial crime,9,10,9,3,7,0,3,39,9,9
Shoplifting,5,8,8,8,8,18,9,10,7,6
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,3,3,2,0,0,1,0,1,1,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,3,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,7,5,7,4,6,3,3,4,4
Public violence,2,0,0,0,0,0,0,1,0,0
Crimen injuria,23,41,36,42,63,31,13,21,6,1
Neglect and ill-treatment of children ,8,3,1,3,2,3,5,2,4,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Jagersfontein (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,2,5,3,4,2,0,2,3,5
Total Sexual Crimes,10,14,15,14,11,16,7,9,10,11
Attempted murder,0,4,3,3,1,5,4,5,3,4
Assault with the intent to inflict grievous bodily harm,45,55,73,59,46,32,38,39,26,25
Common assault,113,112,88,71,64,56,31,32,35,27
Common robbery,4,7,6,2,3,6,2,2,2,3
Robbery with aggravating circumstances,0,4,2,4,2,4,6,4,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,1,0,2,1,3,2,3,0
Malicious damage to property,24,27,21,18,25,19,17,9,6,16
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,12,8,15,26,13,21,19,13,14,5
Burglary at residential premises,43,30,62,68,51,46,25,32,22,10
Theft of motor vehicle and motorcycle,2,2,1,0,2,1,0,0,1,0
Theft out of or from motor vehicle,6,6,6,2,2,3,1,2,2,1
Stock-theft,46,20,22,35,20,21,18,24,22,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,0,0,0,1,0,0,0,0
Drug-related crime,0,4,3,5,8,5,6,4,8,10
Driving under the influence of alcohol or drugs,4,2,1,0,4,1,0,3,1,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,67,57,46,45,33,25,16,16,20,18
Commercial crime,2,1,1,2,3,0,5,2,1,1
Shoplifting,2,11,6,7,8,2,2,0,4,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,1,0,0,0
Robbery at non-residential premises,0,0,0,0,0,1,5,2,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,3,1,2,1,1,1,3,3,2
Public violence,0,0,0,0,0,0,2,0,0,0
Crimen injuria,41,32,34,29,16,9,11,6,5,8
Neglect and ill-treatment of children ,4,3,4,1,1,3,2,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kagisanong (FS)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,25,29,31,39,28,37,35,33,41,32
Total Sexual Crimes,138,204,172,168,182,158,153,181,121,137
Attempted murder,70,99,84,97,61,59,46,42,40,45
Assault with the intent to inflict grievous bodily harm,375,489,489,561,599,600,576,514,488,553
Common assault,991,1196,917,767,709,745,873,875,884,747
Common robbery,188,259,163,160,132,99,121,97,101,130
Robbery with aggravating circumstances,146,249,185,221,195,258,197,163,249,318
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,18,25,32,15,15,13,16,22,26,21
Malicious damage to property,416,429,385,399,403,442,352,357,405,420
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,2,12,11,15,64,74,54,59,76
Burglary at residential premises,509,552,493,528,506,542,630,586,521,759
Theft of motor vehicle and motorcycle,58,70,66,66,55,67,57,39,40,33
Theft out of or from motor vehicle,193,173,190,112,70,96,146,215,197,201
Stock-theft,22,14,2,0,3,7,7,10,10,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,18,16,8,7,14,14,18,7,13,10
Drug-related crime,25,62,154,181,76,215,134,93,58,94
Driving under the influence of alcohol or drugs,14,23,26,19,31,36,24,31,33,19
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,677,771,590,461,454,492,497,495,436,464
Commercial crime,10,9,10,20,21,29,49,57,31,47
Shoplifting,2,5,32,101,88,110,117,103,81,94
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,6,7,5,8,27,23,10,24,34
Truck hijacking,0,0,1,2,0,2,0,0,0,0
Robbery at residential premises,1,0,3,0,3,28,22,11,21,48
Robbery at non-residential premises,0,0,0,1,1,44,24,24,41,38
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,10,8,7,15,16,5,10,6,11
Public violence,0,0,1,3,1,1,2,3,1,1
Crimen injuria,382,497,391,226,204,254,232,218,195,141
Neglect and ill-treatment of children ,9,13,15,10,11,17,38,20,11,8
Kidnapping,0,0,0,0,1,5,4,5,6,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kestell (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,1,1,3,0,2,1,1,1,1
Total Sexual Crimes,11,8,9,8,13,7,15,14,3,15
Attempted murder,1,2,0,0,4,1,1,0,0,0
Assault with the intent to inflict grievous bodily harm,33,40,34,28,39,27,33,30,28,44
Common assault,49,47,40,39,29,28,21,22,28,27
Common robbery,3,1,2,3,7,2,2,1,4,6
Robbery with aggravating circumstances,7,3,4,3,5,6,5,9,4,5
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,3,1,0,1,0,0,1,0,1
Malicious damage to property,27,28,35,22,29,27,24,19,17,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,24,26,31,15,12,11,16,25,13,21
Burglary at residential premises,60,67,54,34,33,27,38,35,41,62
Theft of motor vehicle and motorcycle,4,12,16,5,4,4,0,2,3,6
Theft out of or from motor vehicle,15,13,10,12,3,3,7,6,5,5
Stock-theft,76,50,43,72,63,71,54,49,61,73
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,2,2,0,1,0,1,1,4,2
Drug-related crime,8,6,8,8,7,9,21,23,19,22
Driving under the influence of alcohol or drugs,0,26,19,18,9,16,12,10,3,11
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,72,57,49,50,58,51,41,26,50,41
Commercial crime,2,2,4,5,9,0,11,140,2,6
Shoplifting,0,1,0,1,0,1,1,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,0,0,0,0,1,1,0
Truck hijacking,1,0,2,0,0,0,0,0,0,1
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,1,3,5,5,2,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,6,10,8,8,5,8,11,2,4
Public violence,0,1,0,0,0,2,1,0,0,0
Crimen injuria,2,8,4,8,3,3,2,5,5,1
Neglect and ill-treatment of children ,0,0,0,0,0,1,3,3,4,1
Kidnapping,1,0,0,0,0,0,2,1,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Koffiefontein (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,7,9,4,1,2,1,4,0,5
Total Sexual Crimes,20,29,19,23,32,27,41,30,31,31
Attempted murder,3,6,4,6,4,0,1,3,2,4
Assault with the intent to inflict grievous bodily harm,134,92,125,132,177,126,138,132,118,139
Common assault,150,140,105,102,122,140,94,91,84,73
Common robbery,15,16,7,8,11,8,5,17,8,11
Robbery with aggravating circumstances,1,3,0,7,0,2,6,1,6,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,1,1,2,4,1,4,1,2,2
Malicious damage to property,48,53,43,71,73,56,64,58,42,39
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,51,34,26,25,18,35,31,8,30,38
Burglary at residential premises,129,117,92,118,107,124,87,66,92,84
Theft of motor vehicle and motorcycle,9,1,1,3,4,2,2,3,1,2
Theft out of or from motor vehicle,18,8,22,10,10,12,18,13,9,8
Stock-theft,77,72,76,56,56,84,64,65,64,61
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,1,0,2,0,0,0,1,1,1
Drug-related crime,19,6,20,11,11,15,12,9,26,16
Driving under the influence of alcohol or drugs,10,10,9,9,13,7,7,12,4,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,168,134,84,116,98,100,82,79,84,71
Commercial crime,5,5,12,9,2,3,8,5,5,10
Shoplifting,31,19,17,19,25,28,29,7,8,8
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,2,1,6,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,7,4,3,3,3,3,3,4,1
Public violence,1,0,1,0,0,0,1,2,0,0
Crimen injuria,12,11,11,25,33,36,24,31,26,16
Neglect and ill-treatment of children ,7,2,4,4,10,7,3,1,0,1
Kidnapping,1,2,0,0,0,0,0,2,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kommissiepoort (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,1,1,0,0,0,0
Total Sexual Crimes,3,3,5,1,3,3,0,2,2,4
Attempted murder,0,0,0,0,4,0,0,0,0,0
Assault with the intent to inflict grievous bodily harm,8,8,8,8,9,5,9,7,8,9
Common assault,18,12,9,11,7,8,9,6,11,3
Common robbery,0,0,0,0,1,2,0,0,0,1
Robbery with aggravating circumstances,0,0,0,0,1,0,2,0,0,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,1,1,0,0
Malicious damage to property,3,3,6,4,5,6,6,5,5,6
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,8,2,1,0,0,1,0,3,6
Burglary at residential premises,15,7,13,11,8,7,18,9,14,11
Theft of motor vehicle and motorcycle,0,0,1,1,1,1,1,0,0,3
Theft out of or from motor vehicle,2,0,2,1,0,0,1,0,2,0
Stock-theft,20,23,10,39,30,22,32,30,30,23
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,1,0,0,0,0,1,1
