Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  KwaZulu-Natal  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Attempted murder,28,20,11,16,17,11,14,6,16,10
Assault with the intent to inflict grievous bodily harm,78,77,45,30,41,45,44,45,44,46
Common assault,18,24,28,15,10,17,25,27,18,35
Common robbery,11,5,5,3,7,0,3,2,1,2
Robbery with aggravating circumstances,21,16,12,12,10,6,14,4,19,13
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,3,4,2,6,3,3,5,2,1
Malicious damage to property,13,13,10,9,4,13,12,9,9,13
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,2,3,2,0,0,0,0,5,3
Burglary at residential premises,96,57,60,44,40,52,50,44,23,46
Theft of motor vehicle and motorcycle,2,1,0,2,3,6,3,0,1,3
Theft out of or from motor vehicle,8,7,9,0,2,2,0,1,2,0
Stock-theft,18,11,18,10,17,13,5,20,21,25
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,17,43,11,42,35,13,16,21,32,11
Drug-related crime,12,15,34,37,30,19,13,34,44,31
Driving under the influence of alcohol or drugs,1,1,0,1,1,0,0,2,1,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,44,35,11,12,13,11,13,14,9,15
Commercial crime,0,0,0,1,1,1,1,0,2,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,1,1,0,0,4,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,1,0,0,1,4,2,6,2
Robbery at non-residential premises,1,0,0,0,1,0,1,1,9,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,3,0,1,5,4,3,5,4,4
Public violence,0,2,0,1,0,0,1,0,1,0
Crimen injuria,1,2,1,0,0,0,0,0,0,2
Neglect and ill-treatment of children ,1,1,1,0,0,0,0,0,0,0
Kidnapping,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ematsheni (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
<>,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,20,14,12,9,12,11,4,11,4,12
Total Sexual Crimes,32,26,22,26,20,35,43,34,22,27
Attempted murder,14,8,8,15,0,5,1,3,5,7
Assault with the intent to inflict grievous bodily harm,85,77,59,62,59,63,88,56,61,75
Common assault,103,68,62,43,41,44,49,30,33,64
Common robbery,9,11,13,16,7,13,18,7,6,12
Robbery with aggravating circumstances,20,11,12,7,5,9,15,19,6,22
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,13,11,8,4,6,6,12,3,4,5
Malicious damage to property,30,25,17,17,25,16,24,11,11,18
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,2,5,8,6,11,10,14,13,18
Burglary at residential premises,75,55,79,73,61,69,73,58,38,62
Theft of motor vehicle and motorcycle,2,0,4,3,2,2,4,3,6,4
Theft out of or from motor vehicle,7,3,5,1,6,4,9,8,7,2
Stock-theft,52,76,103,130,124,115,99,73,113,78
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,17,8,12,14,3,9,11,8,7,6
Drug-related crime,7,14,5,5,5,2,3,7,2,11
Driving under the influence of alcohol or drugs,0,2,0,0,2,0,3,0,2,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,59,49,23,57,35,40,32,39,38,40
Commercial crime,2,1,0,2,2,1,0,1,2,2
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,1,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,1,1,1,4,4,4,8
Robbery at non-residential premises,0,0,0,1,0,2,1,6,2,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,4,6,1,8,5,4,5,0,5
Public violence,1,0,0,0,0,1,0,0,0,1
Crimen injuria,4,1,0,1,0,3,2,2,8,6
Neglect and ill-treatment of children ,1,1,0,2,0,0,0,0,1,0
Kidnapping,0,0,0,0,2,0,3,0,2,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Empangeni (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,136,121,118,95,90,96,77,88,58,70
Total Sexual Crimes,267,269,246,229,235,257,243,253,267,282
Attempted murder,234,195,141,145,144,125,112,106,112,130
Assault with the intent to inflict grievous bodily harm,811,827,877,839,907,940,813,671,752,724
Common assault,735,765,928,821,826,874,860,801,758,811
Common robbery,636,667,532,384,287,268,249,180,191,166
Robbery with aggravating circumstances,990,1013,858,782,655,671,625,586,524,536
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,28,40,36,34,25,29,30,25,29,24
Malicious damage to property,423,448,427,362,377,357,421,340,318,332
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,328,375,422,281,307,357,389,356,307,304
Burglary at residential premises,1338,1193,1157,971,1025,933,1113,901,1020,1222
Theft of motor vehicle and motorcycle,163,233,231,150,149,125,143,132,135,132
Theft out of or from motor vehicle,528,506,446,359,233,246,290,329,414,542
Stock-theft,66,52,45,61,49,64,80,60,61,62
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,93,50,66,59,81,84,89,48,107,84
Drug-related crime,57,64,81,66,75,98,122,115,169,215
Driving under the influence of alcohol or drugs,33,49,55,238,338,520,345,197,195,128
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1885,1722,1431,1395,1398,1066,1012,959,963,1053
Commercial crime,264,295,275,294,361,438,486,583,588,775
Shoplifting,594,400,461,401,512,464,487,472,443,403
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,100,134,175,168,121,136,102,52,44,41
Truck hijacking,1,1,0,1,2,1,2,2,1,1
Robbery at residential premises,9,28,39,90,101,171,186,183,139,135
Robbery at non-residential premises,5,3,6,11,55,97,78,58,75,99
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,23,30,35,37,53,43,39,36,63,29
Public violence,2,1,1,0,0,1,1,0,0,2
Crimen injuria,130,156,152,148,134,149,150,129,150,132
Neglect and ill-treatment of children ,19,19,33,12,17,17,12,8,5,13
Kidnapping,23,34,20,24,37,27,27,51,34,36
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Eshowe (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,65,55,60,45,40,49,50,60,34,40
Total Sexual Crimes,126,138,124,124,115,88,124,96,108,117
Attempted murder,82,85,61,38,36,53,70,38,48,55
Assault with the intent to inflict grievous bodily harm,471,492,414,381,373,313,306,314,234,233
Common assault,266,315,327,308,320,324,397,355,303,271
Common robbery,204,181,127,101,72,60,53,54,60,59
Robbery with aggravating circumstances,285,350,265,164,137,140,188,161,178,164
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,33,28,25,17,21,18,15,24,12,16
Malicious damage to property,200,212,173,161,152,139,145,142,151,115
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,149,98,80,85,132,107,97,193,131,106
Burglary at residential premises,534,480,347,317,376,291,315,372,459,450
Theft of motor vehicle and motorcycle,43,44,43,51,58,37,35,39,29,25
Theft out of or from motor vehicle,211,164,137,105,121,73,67,89,94,105
Stock-theft,54,44,37,62,70,82,79,69,63,72
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,44,26,41,54,41,32,61,59,62,63
Drug-related crime,25,36,46,71,85,147,181,242,309,360
Driving under the influence of alcohol or drugs,13,21,25,29,57,90,73,63,89,94
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,719,593,481,428,347,349,374,361,390,371
Commercial crime,76,61,65,82,97,181,105,154,163,169
Shoplifting,166,119,126,114,126,147,144,104,75,124
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,14,12,21,10,12,14,12,8,11,7
Truck hijacking,0,0,1,1,0,0,1,0,0,0
Robbery at residential premises,32,27,23,12,19,29,60,41,66,54
Robbery at non-residential premises,5,10,5,3,10,15,33,28,26,40
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,26,27,17,31,20,21,18,34,23,28
Public violence,1,0,2,0,1,0,1,1,0,0
Crimen injuria,27,25,34,24,23,22,14,28,17,24
Neglect and ill-treatment of children ,10,7,2,5,5,3,5,4,4,0
Kidnapping,7,10,12,7,5,3,9,11,4,12
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Esikhawini (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,109,98,157,117,79,78,45,53,36,53
Total Sexual Crimes,174,164,145,169,119,130,144,158,109,154
Attempted murder,197,167,167,131,97,102,72,61,43,45
Assault with the intent to inflict grievous bodily harm,573,497,522,557,547,543,463,444,419,397
Common assault,482,417,478,457,462,511,523,418,336,385
Common robbery,238,228,185,117,172,161,127,105,111,90
Robbery with aggravating circumstances,725,644,503,494,441,438,371,342,359,395
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,20,21,18,18,24,14,10,12,13,11
Malicious damage to property,197,175,181,168,171,166,155,147,89,136
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,31,20,16,24,50,83,103,82,91,73
Burglary at residential premises,904,793,657,671,606,547,540,505,652,669
Theft of motor vehicle and motorcycle,81,71,38,26,81,47,62,25,50,34
Theft out of or from motor vehicle,113,70,55,40,58,107,66,65,46,90
Stock-theft,22,21,16,12,41,46,32,26,7,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,108,91,62,62,44,63,83,40,28,41
Drug-related crime,49,55,49,75,48,55,59,64,87,100
Driving under the influence of alcohol or drugs,6,38,52,63,207,68,55,15,26,31
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,595,455,373,370,362,433,417,304,307,349
Commercial crime,27,33,50,106,151,139,144,205,255,404
Shoplifting,8,42,58,92,81,74,89,139,180,138
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,57,74,81,48,80,101,59,27,14,14
Truck hijacking,1,0,0,1,1,1,0,0,0,0
Robbery at residential premises,38,7,38,129,139,108,116,139,150,126
Robbery at non-residential premises,1,1,2,3,11,32,21,35,47,45
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,21,27,24,20,28,18,22,18,15,13
Public violence,2,0,1,0,0,1,1,0,0,0
Crimen injuria,75,82,111,101,81,115,97,58,71,53
Neglect and ill-treatment of children ,16,9,12,4,11,15,9,4,4,1
Kidnapping,24,17,16,14,18,22,15,15,11,15
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Estcourt (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Estcourt ceded Wembezi April 2003,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,37,31,27,27,34,15,35,31,19,25
Total Sexual Crimes,50,49,55,52,58,45,62,51,49,43
Attempted murder,50,28,22,24,27,27,44,35,31,31
Assault with the intent to inflict grievous bodily harm,152,152,152,134,144,150,153,151,148,138
Common assault,264,229,226,189,120,134,156,121,136,165
Common robbery,54,51,51,69,52,56,46,66,66,58
Robbery with aggravating circumstances,127,93,71,77,69,70,114,87,74,73
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,9,9,9,8,7,19,13,10,6
Malicious damage to property,156,119,97,84,75,91,108,103,79,108
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,51,80,51,33,41,78,56,56,67,87
Burglary at residential premises,206,256,258,234,204,257,195,229,202,268
Theft of motor vehicle and motorcycle,47,33,51,50,28,39,49,57,24,39
Theft out of or from motor vehicle,406,317,305,183,118,145,190,233,209,200
Stock-theft,185,152,141,120,133,168,165,137,124,130
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,70,62,48,45,57,28,50,53,29,28
Drug-related crime,69,91,86,114,125,122,125,132,176,176
Driving under the influence of alcohol or drugs,22,35,42,109,192,151,71,77,62,65
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,606,365,258,266,217,295,254,263,319,316
Commercial crime,51,36,54,64,130,119,156,242,190,127
Shoplifting,147,166,122,124,77,85,159,119,150,141
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,13,15,4,5,8,7,15,9,3,2
Truck hijacking,13,12,4,1,1,2,4,2,3,8
Robbery at residential premises,0,4,2,7,7,14,21,14,9,11
Robbery at non-residential premises,4,3,2,5,18,24,19,15,8,16
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,26,36,21,19,26,29,22,34,30,25
Public violence,0,1,0,0,0,0,0,0,1,3
Crimen injuria,42,44,39,35,15,8,19,20,20,8
Neglect and ill-treatment of children ,2,1,3,5,4,2,7,3,1,1
Kidnapping,0,4,1,1,4,1,4,3,7,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Evatt (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,0,0,0,0,0,1,1,3
Total Sexual Crimes,0,0,0,1,0,1,1,1,7,9
Attempted murder,0,0,0,0,0,0,0,0,0,0
Assault with the intent to inflict grievous bodily harm,3,2,1,2,3,9,6,6,20,14
Common assault,5,1,2,0,0,1,2,5,7,7
Common robbery,1,0,0,0,0,0,0,0,1,0
Robbery with aggravating circumstances,0,0,0,0,1,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,0,1,0,0,3,2
Malicious damage to property,0,0,1,1,1,0,1,0,4,4
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,1,0,0,0,0,0,0,0,1,0
Burglary at residential premises,0,1,6,1,0,3,8,8,17,9
Theft of motor vehicle and motorcycle,0,0,1,0,1,0,0,0,1,0
Theft out of or from motor vehicle,0,0,0,0,0,2,0,0,3,1
Stock-theft,6,4,12,14,7,12,17,12,11,16
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,3,1,0,5,2
Drug-related crime,29,20,11,0,12,28,42,36,10,29
Driving under the influence of alcohol or drugs,0,1,0,2,1,1,4,0,3,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3,3,5,2,3,2,4,5,3,7
Commercial crime,1,0,1,0,0,0,1,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,0,0,1,1,1,1,1,2,1
Public violence,0,0,0,0,0,0,0,0,1,0
Crimen injuria,0,0,0,0,0,0,1,0,2,2
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ezakheni (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,44,69,72,67,45,73,67,52,34,29
Total Sexual Crimes,79,97,112,111,110,110,101,125,102,115
Attempted murder,101,95,109,53,60,91,69,66,48,50
Assault with the intent to inflict grievous bodily harm,302,267,236,246,194,261,306,256,256,281
Common assault,410,334,242,235,182,211,252,226,222,229
Common robbery,98,67,49,37,32,40,22,29,23,31
Robbery with aggravating circumstances,154,173,147,120,126,152,167,140,143,114
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,9,2,4,7,3,10,11,6,7,4
Malicious damage to property,143,152,123,121,89,133,113,98,84,106
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,53,36,29,29,54,59,62,40,40,43
Burglary at residential premises,382,308,268,249,276,312,328,241,190,215
Theft of motor vehicle and motorcycle,18,15,16,25,23,12,12,10,23,22
Theft out of or from motor vehicle,61,45,44,20,39,55,31,23,26,38
Stock-theft,211,243,227,188,191,177,163,165,220,184
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,53,82,54,55,82,64,218,107,96,45
Drug-related crime,67,96,122,151,114,100,142,89,97,60
Driving under the influence of alcohol or drugs,15,24,36,40,51,37,39,64,32,43
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,491,435,202,190,151,186,174,193,140,158
Commercial crime,10,1,4,41,85,8,119,29,14,19
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,7,33,10,10,7,12,18,16,10,8
Truck hijacking,1,1,1,1,0,1,0,0,0,0
Robbery at residential premises,2,1,12,26,46,58,61,58,58,39
Robbery at non-residential premises,1,2,0,2,1,20,9,12,6,11
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,17,10,5,9,15,15,19,11,11,9
Public violence,1,0,0,1,1,0,2,3,1,0
Crimen injuria,15,20,14,17,11,30,16,27,30,40
Neglect and ill-treatment of children ,3,5,3,1,3,3,3,0,1,5
Kidnapping,6,4,3,0,2,5,5,7,5,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ezibayeni (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,4,2,4,3,1,1,4,0,5
Total Sexual Crimes,21,11,5,14,9,14,11,11,14,6
Attempted murder,12,5,4,2,2,3,1,5,5,1
Assault with the intent to inflict grievous bodily harm,69,51,34,34,36,25,25,21,21,29
Common assault,28,17,14,7,6,5,10,7,9,13
Common robbery,7,1,2,1,2,2,2,2,1,2
Robbery with aggravating circumstances,10,7,4,5,4,5,5,2,5,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,5,5,3,2,2,1,0,0,2
Malicious damage to property,17,3,5,0,2,5,2,2,6,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,12,17,16,12,4,12,5,7,9,12
Burglary at residential premises,40,24,19,20,14,7,10,5,13,13
Theft of motor vehicle and motorcycle,0,2,0,0,0,0,0,0,1,1
Theft out of or from motor vehicle,5,1,2,0,0,0,0,0,3,1
Stock-theft,59,20,10,2,6,2,3,5,22,21
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,15,21,8,5,11,1,10,8,5
Drug-related crime,27,28,34,39,35,26,32,36,40,46
Driving under the influence of alcohol or drugs,0,2,3,1,0,1,5,5,1,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,36,9,11,10,4,11,7,4,20,10
Commercial crime,1,2,1,0,0,0,0,0,0,0
Shoplifting,3,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,2,0,0,0,0,0
Truck hijacking,1,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,1,0,0,0,0,2,2,1
Robbery at non-residential premises,2,1,0,0,0,0,2,0,2,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,0,0,1,3,3,2,0,1,1
Public violence,2,0,0,0,0,0,0,0,1,0
Crimen injuria,4,4,0,0,3,1,1,2,3,2
Neglect and ill-treatment of children ,0,0,0,0,0,0,1,1,0,1
Kidnapping,0,1,1,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ezinqoleni (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,20,26,28,27,28,34,25,22,22,30
Total Sexual Crimes,43,62,63,43,67,46,67,76,64,83
Attempted murder,25,26,21,19,34,31,20,11,6,14
Assault with the intent to inflict grievous bodily harm,201,182,156,136,132,134,164,147,123,120
Common assault,34,46,67,45,48,41,99,98,71,75
Common robbery,21,31,24,27,30,34,23,24,43,25
Robbery with aggravating circumstances,21,17,16,9,27,44,52,58,45,60
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,7,10,5,11,10,6,3,4,3
Malicious damage to property,46,43,38,39,43,45,45,38,39,34
PROPERTY-RELATED CRIMES,,,,,,,,,,
