Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gauteng for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,46,36,30,34,29,26,30,26,23,19
Total Sexual Crimes,121,136,142,130,148,121,105,99,82,89
Attempted murder,78,69,42,37,48,41,36,19,25,25
Assault with the intent to inflict grievous bodily harm,585,520,409,433,522,612,478,325,286,251
Common assault,293,228,142,215,226,191,350,282,238,171
Common robbery,140,120,83,94,85,104,74,44,38,32
Robbery with aggravating circumstances,275,298,220,258,243,240,241,196,108,119
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,16,22,25,23,17,21,6,2,2,5
Malicious damage to property,292,226,194,225,285,306,315,229,162,215
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,14,15,28,27,39,56,55,51,53,41
Burglary at residential premises,654,526,365,382,369,332,398,297,290,306
Theft of motor vehicle and motorcycle,69,80,60,48,97,96,161,85,52,72
Theft out of or from motor vehicle,181,120,103,111,73,110,170,173,222,139
Stock-theft,6,6,3,2,6,3,6,4,1,5
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,36,13,23,18,19,28,34,45,28,42
Drug-related crime,140,111,147,53,59,54,54,86,186,525
Driving under the influence of alcohol or drugs,13,9,9,15,59,12,25,62,80,111
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,682,513,392,357,363,455,377,395,365,348
Commercial crime,28,30,27,13,16,38,36,38,15,27
Shoplifting,97,39,19,6,22,29,37,41,28,18
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,33,19,25,23,32,29,29,22,7,11
Truck hijacking,4,0,0,1,1,3,2,1,0,0
Robbery at residential premises,14,39,37,61,34,27,32,30,24,30
Robbery at non-residential premises,1,3,8,8,21,20,29,24,28,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,14,14,15,10,10,7,15,11,10,6
Public violence,1,2,0,1,0,0,5,3,2,1
Crimen injuria,15,12,7,7,13,7,6,8,4,4
Neglect and ill-treatment of children ,11,7,7,5,5,1,1,8,1,2
Kidnapping,2,4,0,2,0,4,6,7,3,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Erasmia (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,60,70,70,71,69,106,91,75,13,5
Total Sexual Crimes,113,145,134,174,137,143,154,125,28,14
Attempted murder,75,82,82,80,82,110,98,67,31,15
Assault with the intent to inflict grievous bodily harm,217,338,384,420,523,530,455,239,80,83
Common assault,492,398,416,292,225,238,210,124,36,51
Common robbery,126,147,135,167,171,171,175,89,35,23
Robbery with aggravating circumstances,267,352,387,401,451,508,496,379,149,99
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,21,15,24,18,27,21,18,11,5,3
Malicious damage to property,194,233,215,223,245,252,312,196,112,95
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,37,31,24,43,50,51,53,37,39,57
Burglary at residential premises,443,424,472,388,379,432,621,480,207,226
Theft of motor vehicle and motorcycle,63,88,98,69,59,102,70,41,28,29
Theft out of or from motor vehicle,194,208,153,219,137,141,203,181,67,62
Stock-theft,10,7,6,6,1,2,3,2,1,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,39,33,40,33,26,34,35,15,12,7
Drug-related crime,30,72,84,76,55,60,124,26,60,235
Driving under the influence of alcohol or drugs,18,34,23,17,13,21,13,7,14,15
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,573,487,448,549,594,624,652,487,299,329
Commercial crime,34,22,20,30,23,78,61,35,21,20
Shoplifting,0,2,1,2,12,69,54,45,0,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,27,26,44,24,37,47,52,18,12,7
Truck hijacking,2,4,4,15,17,15,6,5,1,0
Robbery at residential premises,28,44,81,49,78,90,93,122,54,34
Robbery at non-residential premises,11,5,4,16,24,27,58,53,7,13
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,23,28,23,33,43,42,37,24,13,9
Public violence,3,8,4,1,5,10,7,0,1,0
Crimen injuria,30,31,31,21,13,20,11,17,14,24
Neglect and ill-treatment of children ,9,7,10,9,4,2,4,1,0,0
Kidnapping,4,0,1,1,2,4,2,3,1,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Etwatwa (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,30,36,30,37,38,37,34,39,32,35
Total Sexual Crimes,158,159,155,187,150,147,176,178,163,142
Attempted murder,80,59,37,56,47,35,40,31,19,28
Assault with the intent to inflict grievous bodily harm,688,576,490,410,396,457,502,508,464,503
Common assault,526,354,323,284,293,331,318,356,267,234
Common robbery,158,149,68,79,71,101,71,80,62,60
Robbery with aggravating circumstances,313,231,140,223,195,180,256,292,187,244
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,19,25,13,5,5,7,9,19,16,14
Malicious damage to property,235,192,183,158,170,190,212,192,160,140
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,4,6,2,2,19,7,32,58,54
Burglary at residential premises,493,437,431,392,399,386,553,596,415,363
Theft of motor vehicle and motorcycle,149,97,112,99,81,74,63,70,82,105
Theft out of or from motor vehicle,98,105,76,85,83,68,91,79,72,79
Stock-theft,0,2,0,0,0,0,0,1,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,36,40,21,27,17,13,21,42,35,27
Drug-related crime,32,57,58,17,7,15,15,37,90,186
Driving under the influence of alcohol or drugs,39,62,131,52,58,52,51,39,42,49
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,610,435,262,282,265,257,266,245,182,210
Commercial crime,21,11,20,8,11,16,20,54,52,54
Shoplifting,4,1,2,2,0,0,0,2,2,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,31,26,17,28,29,18,44,29,19,16
Truck hijacking,3,0,1,0,0,1,2,7,0,2
Robbery at residential premises,50,48,39,69,26,38,46,52,31,30
Robbery at non-residential premises,0,0,0,0,1,6,39,74,69,69
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,9,11,7,6,9,8,6,9,6
Public violence,0,0,0,2,2,1,3,3,0,1
Crimen injuria,41,46,36,41,40,34,20,41,22,5
Neglect and ill-treatment of children ,8,3,7,3,1,7,5,1,11,7
Kidnapping,5,1,4,10,7,4,9,11,15,12
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Evaton (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,99,64,49,63,55,48,58,50,63,59
Total Sexual Crimes,339,367,319,248,226,244,219,221,180,157
Attempted murder,166,122,73,66,58,50,38,34,34,28
Assault with the intent to inflict grievous bodily harm,1043,1053,873,771,775,736,723,700,772,697
Common assault,471,454,437,400,408,334,308,286,325,344
Common robbery,307,351,312,300,256,222,238,228,169,136
Robbery with aggravating circumstances,760,606,386,402,352,265,305,265,307,342
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,40,45,37,24,21,22,18,20,24,27
Malicious damage to property,493,502,454,414,356,362,364,284,261,280
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,88,68,114,127,130,175,202,201,161,120
Burglary at residential premises,983,925,911,732,614,648,768,652,734,738
Theft of motor vehicle and motorcycle,140,141,112,114,120,111,164,112,167,185
Theft out of or from motor vehicle,148,135,127,114,131,127,198,192,172,173
Stock-theft,9,10,5,2,4,8,10,13,10,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,125,96,64,75,49,44,53,46,39,40
Drug-related crime,71,154,229,285,253,200,234,284,352,745
Driving under the influence of alcohol or drugs,13,29,38,30,77,85,123,171,146,266
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1092,831,641,665,487,481,498,601,585,514
Commercial crime,34,23,23,32,57,79,79,122,171,166
Shoplifting,25,17,68,210,344,408,619,442,360,329
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,163,71,39,49,36,25,47,33,22,40
Truck hijacking,1,0,1,0,1,1,1,0,0,0
Robbery at residential premises,107,104,56,30,28,22,36,47,69,55
Robbery at non-residential premises,12,12,8,24,23,33,52,40,60,63
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,25,36,25,28,36,35,29,27,26,34
Public violence,3,0,0,1,0,9,14,2,23,2
Crimen injuria,12,13,24,10,11,5,8,8,8,11
Neglect and ill-treatment of children ,12,16,22,10,17,9,11,14,2,6
Kidnapping,21,12,9,5,16,5,16,13,17,20
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Fairland (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,2,1,3,4,3,1,1,1,2
Total Sexual Crimes,11,8,10,10,5,6,11,9,7,7
Attempted murder,5,4,3,13,7,5,3,9,7,9
Assault with the intent to inflict grievous bodily harm,18,21,29,27,29,40,33,38,28,17
Common assault,89,75,82,70,70,64,84,72,51,56
Common robbery,22,28,27,31,26,24,26,15,17,22
Robbery with aggravating circumstances,137,115,121,158,161,189,130,102,101,56
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,1,3,0,1,2,0,0,0,0
Malicious damage to property,158,120,131,156,144,129,101,92,79,103
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,66,37,50,30,20,31,20,27,26,23
Burglary at residential premises,363,486,366,266,247,211,258,196,167,215
Theft of motor vehicle and motorcycle,381,338,253,194,237,190,169,148,108,117
Theft out of or from motor vehicle,285,326,266,254,166,69,96,102,142,161
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,5,3,2,5,3,2,7,11,5
Drug-related crime,12,14,16,20,11,30,29,13,19,18
Driving under the influence of alcohol or drugs,5,8,6,9,9,8,17,28,12,8
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,430,388,487,561,525,375,351,325,257,275
Commercial crime,70,71,77,79,107,118,129,110,112,119
Shoplifting,10,11,16,20,35,34,41,46,39,39
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,19,13,12,17,23,19,23,6,8,3
Truck hijacking,0,0,0,2,0,0,0,0,0,0
Robbery at residential premises,21,10,22,44,45,52,42,49,46,23
Robbery at non-residential premises,11,9,12,38,21,42,34,9,13,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,0,1,0,2,2,2,3,0,1
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,14,17,16,16,15,16,12,39,80,81
Neglect and ill-treatment of children ,0,0,1,1,0,1,3,0,0,0
Kidnapping,0,0,0,0,1,3,0,4,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Florida (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,16,13,18,18,12,21,9,5,8,20
Total Sexual Crimes,84,68,85,77,60,68,87,69,60,70
Attempted murder,32,36,29,28,24,26,27,22,14,19
Assault with the intent to inflict grievous bodily harm,206,214,226,229,310,248,319,231,213,227
Common assault,474,507,461,435,449,466,482,381,354,307
Common robbery,296,224,145,133,168,212,172,116,135,101
Robbery with aggravating circumstances,529,450,496,493,468,558,492,380,414,412
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,11,14,8,10,11,7,4,10,3,1
Malicious damage to property,448,484,505,445,546,548,592,504,466,462
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,144,146,213,171,164,204,200,157,161,218
Burglary at residential premises,1018,743,644,562,619,821,839,741,750,862
Theft of motor vehicle and motorcycle,711,667,725,691,724,613,601,626,545,491
Theft out of or from motor vehicle,1200,872,823,679,843,749,631,577,519,570
Stock-theft,0,0,0,0,0,0,0,1,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,20,6,9,17,28,29,43,25,32,37
Drug-related crime,69,47,78,103,110,93,116,132,212,310
Driving under the influence of alcohol or drugs,37,73,69,59,59,62,66,72,62,93
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2051,1731,1689,1524,1530,1678,1551,1752,1713,1659
Commercial crime,289,283,285,296,358,374,350,339,303,260
Shoplifting,212,166,106,106,112,115,106,97,103,100
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,93,51,59,55,75,94,69,65,70,82
Truck hijacking,5,10,2,4,2,6,6,6,3,7
Robbery at residential premises,45,34,49,74,61,60,72,68,56,81
Robbery at non-residential premises,93,63,110,96,90,104,95,65,75,40
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,21,24,32,32,31,31,20,22,20,22
Public violence,1,0,0,1,1,1,0,0,0,7
Crimen injuria,68,96,89,57,56,64,61,38,41,27
Neglect and ill-treatment of children ,5,7,4,4,2,5,4,4,2,3
Kidnapping,0,5,0,3,2,7,7,8,13,12
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Fochville (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Fochville resorted previously under North West,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,17,20,16,21,29,20,17,38,33,33
Total Sexual Crimes,63,48,63,66,82,60,42,52,38,60
Attempted murder,25,13,10,17,12,24,10,18,11,27
Assault with the intent to inflict grievous bodily harm,200,173,145,229,174,192,181,212,194,201
Common assault,103,114,73,103,126,92,88,77,74,50
Common robbery,56,80,55,76,46,43,33,28,25,20
Robbery with aggravating circumstances,90,55,72,94,98,77,67,74,56,57
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,11,6,8,6,9,9,13,5,13,4
Malicious damage to property,131,99,95,111,111,126,119,107,122,96
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,51,47,50,52,34,56,64,63,63,46
Burglary at residential premises,343,309,278,270,178,207,256,313,303,324
Theft of motor vehicle and motorcycle,89,80,84,103,96,91,67,45,42,84
Theft out of or from motor vehicle,110,73,73,70,76,88,106,92,54,44
Stock-theft,56,35,49,25,27,37,57,43,27,33
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,17,9,5,12,5,9,9,14,6,9
Drug-related crime,65,93,88,125,144,112,80,146,218,280
Driving under the influence of alcohol or drugs,31,47,52,56,34,33,50,72,60,80
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,451,359,359,447,328,277,232,239,232,241
Commercial crime,48,35,28,24,24,62,42,44,40,37
Shoplifting,53,24,17,27,22,19,25,26,16,19
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,19,9,6,11,9,12,11,10,5,9
Truck hijacking,3,13,8,7,15,10,9,3,6,7
Robbery at residential premises,1,2,2,9,16,16,13,18,9,5
Robbery at non-residential premises,1,1,0,5,7,7,11,8,7,18
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,22,24,35,29,29,23,21,29,36,39
Public violence,1,0,1,0,5,0,3,0,2,20
Crimen injuria,33,34,28,26,19,23,17,18,13,12
Neglect and ill-treatment of children ,2,0,2,3,1,2,2,3,2,0
Kidnapping,0,0,1,2,1,0,1,1,0,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ga-Rankuwa (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,34,25,32,27,22,24,22,24,14,14
Total Sexual Crimes,160,146,144,153,127,133,149,139,129,76
Attempted murder,83,57,52,44,25,53,44,36,26,8
Assault with the intent to inflict grievous bodily harm,620,485,449,425,535,504,526,507,460,301
Common assault,624,577,402,334,351,238,303,361,347,258
Common robbery,188,178,155,113,85,69,84,95,67,56
Robbery with aggravating circumstances,534,467,533,491,385,338,338,293,179,123
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,26,20,7,14,12,7,11,15,8,7
Malicious damage to property,329,310,275,264,284,285,292,276,248,183
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,152,76,120,191,157,178,175,144,108,61
Burglary at residential premises,575,612,526,434,535,547,731,725,406,316
Theft of motor vehicle and motorcycle,81,60,97,88,106,87,80,93,91,58
Theft out of or from motor vehicle,192,150,139,101,141,101,155,132,140,106
Stock-theft,11,6,9,8,9,7,9,8,7,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,87,28,33,32,54,45,40,32,61,18
Drug-related crime,100,97,104,205,292,496,568,530,487,721
Driving under the influence of alcohol or drugs,37,34,37,35,39,85,70,68,95,73
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1060,853,613,633,552,623,806,1008,766,585
Commercial crime,54,42,72,96,113,89,75,71,100,106
Shoplifting,136,90,129,184,158,167,219,178,242,228
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,78,100,83,94,80,74,72,50,18,15
Truck hijacking,0,0,1,1,1,2,1,0,0,0
Robbery at residential premises,48,50,57,74,52,55,44,39,26,15
Robbery at non-residential premises,19,29,25,44,37,21,37,39,28,14
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,16,23,13,27,21,19,13,28,12,11
Public violence,2,3,2,0,3,2,1,0,0,1
Crimen injuria,119,92,65,48,32,31,45,58,64,32
Neglect and ill-treatment of children ,14,3,7,9,14,7,5,2,5,5
Kidnapping,13,17,13,11,13,6,15,8,7,10
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Garsfontein (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,4,9,10,9,7,9,5,6,7
Total Sexual Crimes,36,37,45,41,40,41,58,32,31,21
Attempted murder,23,24,31,62,33,28,29,13,10,6
Assault with the intent to inflict grievous bodily harm,96,90,93,102,83,97,137,125,94,56
Common assault,290,299,301,331,249,323,317,276,237,210
Common robbery,112,92,90,80,60,69,68,50,34,31
Robbery with aggravating circumstances,317,258,368,459,290,261,249,176,124,156
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,1,4,6,9,3,8,5,2,1
Malicious damage to property,470,473,430,346,340,409,388,303,281,250
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,114,101,126,91,130,145,126,89,75,102
Burglary at residential premises,1502,1216,1951,1499,1043,1135,1119,1038,866,936
Theft of motor vehicle and motorcycle,553,621,748,718,494,477,480,372,404,340
Theft out of or from motor vehicle,1410,1273,1527,1207,761,1021,896,793,665,631
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,6,6,8,16,5,14,14,11,12
Drug-related crime,63,22,85,57,47,32,42,51,101,101
Driving under the influence of alcohol or drugs,24,25,26,29,34,46,45,68,88,84
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1893,1876,1588,1420,1187,1092,1040,985,857,871
Commercial crime,186,235,267,311,297,446,481,431,366,296
Shoplifting,212,161,244,223,231,300,306,263,258,242
